"gene_id" "locusName" "Description" "colors"
"Manes.01G147800.v8.1" "Manes.01G147800" "(1 of 2) K14537 - nuclear GTP-binding protein (NUG2, GNL2)" "turquoise"
"Manes.01G148000.v8.1" "Manes.01G148000" "(1 of 2) PTHR22765//PTHR22765:SF59 - RING FINGER AND PROTEASE ASSOCIATED DOMAIN-CONTAINING // RECEPTOR HOMOLOGY REGION, TRANSMEMBRANE DOMAIN- AND RING DOMAIN-CONTAINING PROTEIN 1" "turquoise"
"Manes.01G148800.v8.1" "Manes.01G148800" "(1 of 3) K18468 - vacuolar protein sorting-associated protein 35 (VPS35)" "turquoise"
"Manes.01G148900.v8.1" "Manes.01G148900" "(1 of 2) PTHR22814:SF155 - HEAVY METAL-ASSOCIATED ISOPRENYLATED PLANT PROTEIN 26" "turquoise"
"Manes.01G149500.v8.1" "Manes.01G149500" "(1 of 6) K03094 - S-phase kinase-associated protein 1 (SKP1, CBF3D)" "turquoise"
"Manes.01G151300.v8.1" "Manes.01G151300" "(1 of 1) PTHR24198:SF87 - ANKYRIN REPEAT DOMAIN-CONTAINING PROTEIN, CHLOROPLASTIC" "turquoise"
"Manes.01G151500.v8.1" "Manes.01G151500" "(1 of 2) K08999 - hypothetical protein (K08999)" "turquoise"
"Manes.01G152300.v8.1" "Manes.01G152300" "(1 of 1) PTHR13710:SF81 - ATP-DEPENDENT DNA HELICASE Q-LIKE 3" "turquoise"
"Manes.01G152900.v8.1" "Manes.01G152900" NA "turquoise"
"Manes.01G153401.v8.1" "Manes.01G153401" "(1 of 2) PTHR10426:SF4 - FI18644P1-RELATED" "turquoise"
"Manes.01G153700.v8.1" "Manes.01G153700" "(1 of 1) KOG4687 - Uncharacterized coiled-coil protein" "turquoise"
"Manes.01G154100.v8.1" "Manes.01G154100" "(1 of 1) PTHR13734:SF48 - POLYNUCLEOTIDE ADENYLYLTRANSFERASE FAMILY PROTEIN" "turquoise"
"Manes.01G154200.v8.1" "Manes.01G154200" "(1 of 2) K04523 - ubiquilin (UBQLN, DSK2)" "turquoise"
"Manes.01G154800.v8.1" "Manes.01G154800" "(1 of 2) PTHR13683:SF227 - ASPARTYL PROTEASE FAMILY PROTEIN" "turquoise"
"Manes.01G155000.v8.1" "Manes.01G155000" "(1 of 1) PTHR27001:SF32 - INTERLEUKIN-1 RECEPTOR-ASSOCIATED KINASE 4 PROTEIN-RELATED" "turquoise"
"Manes.01G155700.v8.1" "Manes.01G155700" NA "turquoise"
"Manes.01G155900.v8.1" "Manes.01G155900" "(1 of 3) PTHR11216//PTHR11216:SF72 - EH DOMAIN // CALCIUM-BINDING EF HAND-CONTAINING PROTEIN" "turquoise"
"Manes.01G156400.v8.1" "Manes.01G156400" "(1 of 2) K08852 - serine/threonine-protein kinase/endoribonuclease IRE1 (ERN1)" "turquoise"
"Manes.01G157100.v8.1" "Manes.01G157100" "(1 of 1) K03264 - translation initiation factor 6 (EIF6)" "turquoise"
"Manes.01G157300.v8.1" "Manes.01G157300" NA "turquoise"
"Manes.01G157400.v8.1" "Manes.01G157400" NA "turquoise"
"Manes.01G157600.v8.1" "Manes.01G157600" "(1 of 1) PTHR22912//PTHR22912:SF183 - DISULFIDE OXIDOREDUCTASE // SUBFAMILY NOT NAMED" "turquoise"
"Manes.01G158200.v8.1" "Manes.01G158200" "(1 of 2) K14457 - 2-acylglycerol O-acyltransferase 2 (MOGAT2, MGAT2)" "turquoise"
"Manes.01G158800.v8.1" "Manes.01G158800" "(1 of 1) PF09379 - FERM N-terminal domain (FERM_N)" "turquoise"
"Manes.01G159100.v8.1" "Manes.01G159100" NA "turquoise"
"Manes.01G159200.v8.1" "Manes.01G159200" "(1 of 2) PTHR19241//PTHR19241:SF271 - ATP-BINDING CASSETTE TRANSPORTER // SUBFAMILY NOT NAMED" "turquoise"
"Manes.01G159600.v8.1" "Manes.01G159600" NA "turquoise"
"Manes.01G159800.v8.1" "Manes.01G159800" "(1 of 2) PTHR11452//PTHR11452:SF33 - ALPHA-GALACTOSIDASE/ALPHA-N-ACETYLGALACTOSAMINIDASE // SUBFAMILY NOT NAMED" "turquoise"
"Manes.01G159900.v8.1" "Manes.01G159900" "(1 of 83) PF00149 - Calcineurin-like phosphoesterase (Metallophos)" "turquoise"
"Manes.01G163600.v8.1" "Manes.01G163600" "(1 of 2) 1.14.14.1//1.14.15.3 - Unspecific monooxygenase / Xenobiotic monooxygenase // Alkane 1-monooxygenase / Omega-hydroxylase" "turquoise"
"Manes.01G164700.v8.1" "Manes.01G164700" "(1 of 1) PTHR30620//PTHR30620:SF33 - PERIPLASMIC BETA-GLUCOSIDASE-RELATED // BETA-D-GLUCAN EXOHYDROLASE-LIKE PROTEIN-RELATED" "turquoise"
"Manes.01G168000.v8.1" "Manes.01G168000" "(1 of 12) K06269 - serine/threonine-protein phosphatase PP1 catalytic subunit (PPP1C)" "turquoise"
"Manes.01G169200.v8.1" "Manes.01G169200" NA "turquoise"
"Manes.01G169300.v8.1" "Manes.01G169300" "(1 of 1) K13171 - serine/arginine repetitive matrix protein 1 (SRRM1, SRM160)" "turquoise"
"Manes.01G171200.v8.1" "Manes.01G171200" "(1 of 2) K08956 - AFG3 family protein [EC:3.4.24.-] (AFG3)" "turquoise"
"Manes.01G171300.v8.1" "Manes.01G171300" "(1 of 2) PTHR12725//PTHR12725:SF68 - HALOACID DEHALOGENASE-LIKE HYDROLASE // SUBFAMILY NOT NAMED" "turquoise"
"Manes.01G172400.v8.1" "Manes.01G172400" NA "turquoise"
"Manes.01G172900.v8.1" "Manes.01G172900" NA "turquoise"
"Manes.01G173566.v8.1" "Manes.01G173566" "(1 of 14) PF01429 - Methyl-CpG binding domain (MBD)" "turquoise"
"Manes.01G175000.v8.1" "Manes.01G175000" "(1 of 2) K12176 - COP9 signalosome complex subunit 2 (COPS2, CSN2, TRIP15)" "turquoise"
"Manes.01G176400.v8.1" "Manes.01G176400" "(1 of 2) 2.7.1.148 - 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase / CMK" "turquoise"
"Manes.01G177800.v8.1" "Manes.01G177800" "(1 of 3) 4.1.3.4 - Hydroxymethylglutaryl-CoA lyase / HMG-CoA lyase" "turquoise"
"Manes.01G178000.v8.1" "Manes.01G178000" "(1 of 1) K13083 - flavonoid 3',5'-hydroxylase (CYP75A)" "turquoise"
"Manes.01G179100.v8.1" "Manes.01G179100" NA "turquoise"
"Manes.01G179300.v8.1" "Manes.01G179300" NA "turquoise"
"Manes.01G180400.v8.1" "Manes.01G180400" NA "turquoise"
"Manes.01G181400.v8.1" "Manes.01G181400" NA "turquoise"
"Manes.01G182101.v8.1" "Manes.01G182101" NA "turquoise"
"Manes.01G182601.v8.1" "Manes.01G182601" "(1 of 15) PF08268 - F-box associated domain (FBA_3)" "turquoise"
"Manes.01G182900.v8.1" "Manes.01G182900" NA "turquoise"
"Manes.01G183100.v8.1" "Manes.01G183100" "(1 of 4) PTHR23056//PTHR23056:SF45 - CALCINEURIN B // CALCINEURIN B-LIKE PROTEIN 4" "turquoise"
"Manes.01G184100.v8.1" "Manes.01G184100" NA "turquoise"
"Manes.01G184500.v8.1" "Manes.01G184500" NA "turquoise"
"Manes.01G184800.v8.1" "Manes.01G184800" NA "turquoise"
"Manes.01G185200.v8.1" "Manes.01G185200" "(1 of 4) K01510 - apyrase (ENTPD1_3_8)" "turquoise"
"Manes.01G185800.v8.1" "Manes.01G185800" "(1 of 1) PTHR10759//PTHR10759:SF9 - 60S RIBOSOMAL PROTEIN L34 // SUBFAMILY NOT NAMED" "turquoise"
"Manes.01G185700.v8.1" "Manes.01G185700" NA "turquoise"
"Manes.01G186400.v8.1" "Manes.01G186400" "(1 of 4) 1.14.13.169 - Transferred entry: 1.14.18.5" "turquoise"
"Manes.01G186600.v8.1" "Manes.01G186600" "(1 of 1) KOG2973 - Uncharacterized conserved protein" "turquoise"
"Manes.01G187200.v8.1" "Manes.01G187200" "(1 of 1) PTHR22870//PTHR22870:SF187 - REGULATOR OF CHROMOSOME CONDENSATION // SUBFAMILY NOT NAMED" "turquoise"
"Manes.01G187800.v8.1" "Manes.01G187800" "(1 of 259) PF00076 - RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain) (RRM_1)" "turquoise"
"Manes.01G188100.v8.1" "Manes.01G188100" "(1 of 2) K15275 - solute carrier family 35 (UDP-galactose transporter), member B1 (SLC35B1)" "turquoise"
"Manes.01G189800.v8.1" "Manes.01G189800" "(1 of 3) 3.2.1.1//3.2.1.141 - Alpha-amylase / Glycogenase // 4-alpha-D-((1->4)-alpha-D-glucano)trehalose trehalohydrolase / Maltooligosyl trehalose trehalohydrolase" "turquoise"
"Manes.01G189900.v8.1" "Manes.01G189900" "(1 of 7) K15040 - voltage-dependent anion channel protein 2 (VDAC2)" "turquoise"
"Manes.01G190300.v8.1" "Manes.01G190300" NA "turquoise"
"Manes.01G191401.v8.1" "Manes.01G191401" NA "turquoise"
"Manes.01G191800.v8.1" "Manes.01G191800" NA "turquoise"
"Manes.01G192000.v8.1" "Manes.01G192000" NA "turquoise"
"Manes.01G192900.v8.1" "Manes.01G192900" "(1 of 3) PTHR11214:SF103 - BETA-1,3-GALACTOSYLTRANSFERASE 17-RELATED" "turquoise"
"Manes.01G193400.v8.1" "Manes.01G193400" "(1 of 2) PTHR12565//PTHR12565:SF143 - STEROL REGULATORY ELEMENT-BINDING PROTEIN // SUBFAMILY NOT NAMED" "turquoise"
"Manes.01G193500.v8.1" "Manes.01G193500" "(1 of 2) PTHR24092:SF85 - PHOSPHOLIPID-TRANSPORTING ATPASE 3" "turquoise"
"Manes.01G194400.v8.1" "Manes.01G194400" "(1 of 3) K11644 - paired amphipathic helix protein Sin3a (SIN3A)" "turquoise"
"Manes.01G194600.v8.1" "Manes.01G194600" NA "turquoise"
"Manes.01G195000.v8.1" "Manes.01G195000" NA "turquoise"
"Manes.01G195800.v8.1" "Manes.01G195800" "(1 of 10) PF00536 - SAM domain (Sterile alpha motif) (SAM_1)" "turquoise"
"Manes.01G195900.v8.1" "Manes.01G195900" NA "turquoise"
"Manes.01G198900.v8.1" "Manes.01G198900" "(1 of 4) PTHR10788//PTHR10788:SF14 - TREHALOSE-6-PHOSPHATE SYNTHASE // ALPHA,ALPHA-TREHALOSE-PHOSPHATE SYNTHASE [UDP-FORMING] 10-RELATED" "turquoise"
"Manes.01G200100.v8.1" "Manes.01G200100" NA "turquoise"
"Manes.01G200200.v8.1" "Manes.01G200200" NA "turquoise"
"Manes.01G200300.v8.1" "Manes.01G200300" NA "turquoise"
"Manes.01G200700.v8.1" "Manes.01G200700" "(1 of 4) K02958 - small subunit ribosomal protein S15e (RP-S15e, RPS15)" "turquoise"
"Manes.01G201800.v8.1" "Manes.01G201800" "(1 of 2) K03943 - NADH dehydrogenase (ubiquinone) flavoprotein 2 (NDUFV2)" "turquoise"
"Manes.01G202700.v8.1" "Manes.01G202700" NA "turquoise"
"Manes.01G204400.v8.1" "Manes.01G204400" "(1 of 1) PF00515//PF13371 - Tetratricopeptide repeat (TPR_1) // Tetratricopeptide repeat (TPR_9)" "turquoise"
"Manes.01G204600.v8.1" "Manes.01G204600" NA "turquoise"
"Manes.01G204900.v8.1" "Manes.01G204900" NA "turquoise"
"Manes.01G205100.v8.1" "Manes.01G205100" NA "turquoise"
"Manes.01G205600.v8.1" "Manes.01G205600" NA "turquoise"
"Manes.01G206000.v8.1" "Manes.01G206000" NA "turquoise"
"Manes.01G206700.v8.1" "Manes.01G206700" "(1 of 3) PTHR24098//PTHR24098:SF9 - FAMILY NOT NAMED // ACYL-COA N-ACYLTRANSFERASE DOMAIN-CONTAINING PROTEIN-RELATED" "turquoise"
"Manes.01G208001.v8.1" "Manes.01G208001" "(1 of 4) K07870 - Ras homolog gene family, member T1 (RHOT1, ARHT1)" "turquoise"
"Manes.01G208600.v8.1" "Manes.01G208600" NA "turquoise"
"Manes.01G210000.v8.1" "Manes.01G210000" NA "turquoise"
"Manes.01G210100.v8.1" "Manes.01G210100" NA "turquoise"
"Manes.01G211000.v8.1" "Manes.01G211000" NA "turquoise"
"Manes.01G211100.v8.1" "Manes.01G211100" NA "turquoise"
"Manes.01G211400.v8.1" "Manes.01G211400" "(1 of 3) PTHR10044//PTHR10044:SF98 - INHIBITOR OF APOPTOSIS // DETERIN" "turquoise"
"Manes.01G211500.v8.1" "Manes.01G211500" NA "turquoise"
"Manes.01G212200.v8.1" "Manes.01G212200" NA "turquoise"
"Manes.01G212500.v8.1" "Manes.01G212500" NA "turquoise"
"Manes.01G213100.v8.1" "Manes.01G213100" "(1 of 2) K11095 - U1 small nuclear ribonucleoprotein C (SNRPC)" "turquoise"
"Manes.01G213200.v8.1" "Manes.01G213200" "(1 of 166) PF00646 - F-box domain (F-box)" "turquoise"
"Manes.01G214100.v8.1" "Manes.01G214100" "(1 of 2) PTHR16517//PTHR16517:SF34 - TUBBY-RELATED // SUBFAMILY NOT NAMED" "turquoise"
"Manes.01G214300.v8.1" "Manes.01G214300" "(1 of 3) K14485 - transport inhibitor response 1 (TIR1)" "turquoise"
"Manes.01G216000.v8.1" "Manes.01G216000" NA "turquoise"
"Manes.01G216600.v8.1" "Manes.01G216600" "(1 of 3) 1.5.1.5//3.5.4.9 - Methylenetetrahydrofolate dehydrogenase (NADP(+)) // Methenyltetrahydrofolate cyclohydrolase" "turquoise"
"Manes.01G216900.v8.1" "Manes.01G216900" "(1 of 1) PTHR17130:SF20 - PROTEIN LOW PSII ACCUMULATION 1, CHLOROPLASTIC" "turquoise"
"Manes.01G217600.v8.1" "Manes.01G217600" "(1 of 3) K12623 - U6 snRNA-associated Sm-like protein LSm4 (LSM4)" "turquoise"
"Manes.01G217800.v8.1" "Manes.01G217800" NA "turquoise"
"Manes.01G218600.v8.1" "Manes.01G218600" NA "turquoise"
"Manes.01G220300.v8.1" "Manes.01G220300" "(1 of 1) K11091 - U1 small nuclear ribonucleoprotein A (SNRPA)" "turquoise"
"Manes.01G221300.v8.1" "Manes.01G221300" "(1 of 5) PTHR10992//PTHR10992:SF811 - ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN // ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN" "turquoise"
"Manes.01G222100.v8.1" "Manes.01G222100" "(1 of 1) PTHR21262:SF13 - RELA-SPOT LIKE PROTEIN RSH1" "turquoise"
"Manes.01G223500.v8.1" "Manes.01G223500" "(1 of 3) K15115 - solute carrier family 25 (mitochondrial folate transporter), member 32 (SLC25A32, MFT)" "turquoise"
"Manes.01G224400.v8.1" "Manes.01G224400" "(1 of 2) PTHR10071//PTHR10071:SF178 - TRANSCRIPTION FACTOR GATA  GATA BINDING FACTOR // SUBFAMILY NOT NAMED" "turquoise"
"Manes.01G225700.v8.1" "Manes.01G225700" "(1 of 2) PTHR11550//PTHR11550:SF7 - CTP SYNTHASE // CTP SYNTHASE" "turquoise"
"Manes.01G226300.v8.1" "Manes.01G226300" NA "turquoise"
"Manes.01G227400.v8.1" "Manes.01G227400" "(1 of 2) 2.1.1.183 - 18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase" "turquoise"
"Manes.01G227500.v8.1" "Manes.01G227500" "(1 of 2) K11797 - PH-interacting protein (PHIP, WDR11)" "turquoise"
"Manes.01G228300.v8.1" "Manes.01G228300" "(1 of 2) K11430 - histone-lysine N-methyltransferase EZH2 (EZH2)" "turquoise"
"Manes.01G228600.v8.1" "Manes.01G228600" "(1 of 2) PTHR10381//PTHR10381:SF12 - ATP-DEPENDENT CLP PROTEASE PROTEOLYTIC SUBUNIT // ATP-DEPENDENT CLP PROTEASE PROTEOLYTIC SUBUNIT 5, CHLOROPLASTIC" "turquoise"
"Manes.01G228900.v8.1" "Manes.01G228900" "(1 of 2) K12835 - ATP-dependent RNA helicase DDX42 (DDX42, SF3B125)" "turquoise"
"Manes.01G229000.v8.1" "Manes.01G229000" NA "turquoise"
"Manes.01G231600.v8.1" "Manes.01G231600" NA "turquoise"
"Manes.01G231900.v8.1" "Manes.01G231900" NA "turquoise"
"Manes.01G232050.v8.1" "Manes.01G232050" NA "turquoise"
"Manes.01G233700.v8.1" "Manes.01G233700" "(1 of 1) PTHR32166:SF18 - HAT DIMERIZATION DOMAIN-CONTAINING PROTEIN" "turquoise"
"Manes.01G234500.v8.1" "Manes.01G234500" "(1 of 8) PTHR24221//PTHR24221:SF205 - FAMILY NOT NAMED // ABC TRANSPORTER B FAMILY MEMBER 11-RELATED" "turquoise"
"Manes.01G234600.v8.1" "Manes.01G234600" NA "turquoise"
"Manes.01G234700.v8.1" "Manes.01G234700" NA "turquoise"
"Manes.01G237100.v8.1" "Manes.01G237100" NA "turquoise"
"Manes.01G237600.v8.1" "Manes.01G237600" "(1 of 4) KOG4650 - Predicted steroid reductase" "turquoise"
"Manes.01G238050.v8.1" "Manes.01G238050" "(1 of 18) PTHR31989//PTHR31989:SF21 - FAMILY NOT NAMED // NAC TRANSCRIPTION FACTOR-LIKE 9" "turquoise"
"Manes.01G238201.v8.1" "Manes.01G238201" "(1 of 18) PTHR31989//PTHR31989:SF21 - FAMILY NOT NAMED // NAC TRANSCRIPTION FACTOR-LIKE 9" "turquoise"
"Manes.01G239300.v8.1" "Manes.01G239300" "(1 of 4) K14689 - solute carrier family 30 (zinc transporter), member 2 (SLC30A2, ZNT2)" "turquoise"
"Manes.01G239601.v8.1" "Manes.01G239601" NA "turquoise"
"Manes.01G240000.v8.1" "Manes.01G240000" "(1 of 1) PTHR12616:SF6 - RING ZINC FINGER-CONTAINING PROTEIN" "turquoise"
"Manes.01G240900.v8.1" "Manes.01G240900" "(1 of 2) PTHR24012//PTHR24012:SF479 - FAMILY NOT NAMED // RNA RECOGNITION MOTIF-CONTAINING PROTEIN" "turquoise"
"Manes.01G241000.v8.1" "Manes.01G241000" "(1 of 2) PTHR31561//PTHR31561:SF1 - FAMILY NOT NAMED // 3-KETOACYL-COA SYNTHASE 1-RELATED" "turquoise"
"Manes.01G241800.v8.1" "Manes.01G241800" "(1 of 2) PTHR24349//PTHR24349:SF103 - SERINE/THREONINE-PROTEIN KINASE // SUBFAMILY NOT NAMED" "turquoise"
"Manes.01G242400.v8.1" "Manes.01G242400" "(1 of 3) PTHR24298//PTHR24298:SF46 - FAMILY NOT NAMED // CYTOCHROME P450 78A6-RELATED" "turquoise"
"Manes.01G243200.v8.1" "Manes.01G243200" "(1 of 2) K12893 - splicing factor, arginine/serine-rich 4/5/6 (SFRS4_5_6)" "turquoise"
"Manes.01G243500.v8.1" "Manes.01G243500" "(1 of 1) K03019 - DNA-directed RNA polymerase III subunit RPC11 (RPC11, POLR3K)" "turquoise"
"Manes.01G245600.v8.1" "Manes.01G245600" "(1 of 2) PTHR11514//PTHR11514:SF47 - MYC // TRANSCRIPTION FACTOR ABA-INDUCIBLE BHLH-TYPE-RELATED" "turquoise"
"Manes.01G246000.v8.1" "Manes.01G246000" "(1 of 9) K04506 - E3 ubiquitin-protein ligase SIAH1 (SIAH1)" "turquoise"
"Manes.01G246200.v8.1" "Manes.01G246200" NA "turquoise"
"Manes.01G246700.v8.1" "Manes.01G246700" "(1 of 1) K08334 - beclin 1 (BECN1, VPS30, ATG6)" "turquoise"
"Manes.01G247800.v8.1" "Manes.01G247800" "(1 of 3) 2.4.1.218 - Hydroquinone glucosyltransferase / Hydroquinone:O-glucosyltransferase" "turquoise"
"Manes.01G248600.v8.1" "Manes.01G248600" "(1 of 2) K16240 - protein suppressor of PHYA-105 1 (SPA1)" "turquoise"
"Manes.01G250400.v8.1" "Manes.01G250400" NA "turquoise"
"Manes.01G250600.v8.1" "Manes.01G250600" "(1 of 2) PTHR10706 - F-BOX FAMILY PROTEIN" "turquoise"
"Manes.01G251000.v8.1" "Manes.01G251000" NA "turquoise"
"Manes.01G251600.v8.1" "Manes.01G251600" NA "turquoise"
"Manes.01G253100.v8.1" "Manes.01G253100" NA "turquoise"
"Manes.01G253200.v8.1" "Manes.01G253200" NA "turquoise"
"Manes.01G253300.v8.1" "Manes.01G253300" "(1 of 1) PTHR12358//PTHR12358:SF43 - SPHINGOSINE KINASE // SPHINGOID LONG-CHAIN BASES KINASE 2, MITOCHONDRIAL" "turquoise"
"Manes.01G254700.v8.1" "Manes.01G254700" NA "turquoise"
"Manes.01G255900.v8.1" "Manes.01G255900" "(1 of 1) PTHR15486:SF27 - GLYCEROL-3-PHOSPHATE 2-O-ACYLTRANSFERASE 4-RELATED" "turquoise"
"Manes.01G256600.v8.1" "Manes.01G256600" NA "turquoise"
"Manes.01G256801.v8.1" "Manes.01G256801" "(1 of 1) KOG4522 - RNA polymerase II transcription mediator" "turquoise"
"Manes.01G258100.v8.1" "Manes.01G258100" NA "turquoise"
"Manes.01G259300.v8.1" "Manes.01G259300" NA "turquoise"
"Manes.01G259600.v8.1" "Manes.01G259600" "(1 of 2) K12614 - ATP-dependent RNA helicase DDX6/DHH1 (DDX6, RCK, DHH1)" "turquoise"
"Manes.01G259900.v8.1" "Manes.01G259900" "(1 of 2) K17497 - phosphomannomutase (PMM)" "turquoise"
"Manes.01G261100.v8.1" "Manes.01G261100" "(1 of 1) PTHR10925//PTHR10925:SF5 - N-ACETYLTRANSFERASE 10 // N-ACETYLTRANSFERASE 10" "turquoise"
"Manes.01G261800.v8.1" "Manes.01G261800" "(1 of 3) PTHR22844//PTHR22844:SF176 - F-BOX AND WD40 DOMAIN PROTEIN // SUBFAMILY NOT NAMED" "turquoise"
"Manes.01G262000.v8.1" "Manes.01G262000" "(1 of 2) PTHR23315:SF97 - ARMADILLO/BETA-CATENIN REPEAT-CONTAINING PROTEIN-RELATED" "turquoise"
"Manes.01G262300.v8.1" "Manes.01G262300" "(1 of 43) 2.4.1.207 - Xyloglucan:xyloglucosyl transferase / Xyloglucan endotransglycosylase" "turquoise"
"Manes.01G262700.v8.1" "Manes.01G262700" "(1 of 1) PTHR11081:SF23 - FLAP ENDONUCLEASE GEN HOMOLOG 1" "turquoise"
"Manes.01G263100.v8.1" "Manes.01G263100" "(1 of 1) K12161 - ubiquitin related modifier 1 (URM1)" "turquoise"
"Manes.01G264000.v8.1" "Manes.01G264000" "(1 of 2) PTHR32116//PTHR32116:SF4 - FAMILY NOT NAMED // POLYGALACTURONATE 4-ALPHA-GALACTURONOSYLTRANSFERASE-RELATED" "turquoise"
"Manes.01G264800.v8.1" "Manes.01G264800" "(1 of 1) KOG2505 - Ankyrin repeat protein" "turquoise"
"Manes.01G265800.v8.1" "Manes.01G265800" "(1 of 2) K02732 - 20S proteasome subunit beta 6 (PSMB1)" "turquoise"
"Manes.01G267400.v8.1" "Manes.01G267400" NA "turquoise"
"Manes.01G268200.v8.1" "Manes.01G268200" NA "turquoise"
"Manes.01G268500.v8.1" "Manes.01G268500" "(1 of 2) PTHR10809//PTHR10809:SF43 - VESICLE-ASSOCIATED MEMBRANE PROTEIN-ASSOCIATED PROTEIN // VESICLE-ASSOCIATED PROTEIN 1-3" "turquoise"
"Manes.01G268900.v8.1" "Manes.01G268900" "(1 of 2) PTHR10969:SF39 - AUTOPHAGY-RELATED PROTEIN 8F" "turquoise"
"Manes.01G271200.v8.1" "Manes.01G271200" "(1 of 3) K10696 - E3 ubiquitin-protein ligase BRE1 [EC:6.3.2.19] (BRE1)" "turquoise"
"Manes.01G271700.v8.1" "Manes.01G271700" NA "turquoise"
"Manes.01G271900.v8.1" "Manes.01G271900" "(1 of 1) PTHR10288//PTHR10288:SF159 - KH DOMAIN CONTAINING RNA BINDING PROTEIN // SUBFAMILY NOT NAMED" "turquoise"
"Manes.01G272000.v8.1" "Manes.01G272000" "(1 of 1) K14782 - protein AATF/BFR2 (AATF, BFR2)" "turquoise"
"Manes.01G272700.v8.1" "Manes.01G272700" NA "turquoise"
"Manes.01G274600.v8.1" "Manes.01G274600" NA "turquoise"
"Manes.02G000300.v8.1" "Manes.02G000300" NA "turquoise"
"Manes.02G003100.v8.1" "Manes.02G003100" NA "turquoise"
"Manes.02G003700.v8.1" "Manes.02G003700" NA "turquoise"
"Manes.02G003800.v8.1" "Manes.02G003800" "(1 of 4) PF05631 - Sugar-tranasporters, 12 TM (MFS_5)" "turquoise"
"Manes.02G005000.v8.1" "Manes.02G005000" "(1 of 45) PF02701 - Dof domain, zinc finger (zf-Dof)" "turquoise"
"Manes.02G006500.v8.1" "Manes.02G006500" "(1 of 3) PTHR19959//PTHR19959:SF158 - KINESIN LIGHT CHAIN // SUBFAMILY NOT NAMED" "turquoise"
"Manes.02G006800.v8.1" "Manes.02G006800" NA "turquoise"
"Manes.02G008600.v8.1" "Manes.02G008600" "(1 of 1) PTHR23076//PTHR23076:SF71 - METALLOPROTEASE M41 FTSH // CELL DIVISION PROTEIN ISOLOG" "turquoise"
"Manes.02G009300.v8.1" "Manes.02G009300" "(1 of 2) PTHR10366//PTHR10366:SF308 - NAD DEPENDENT EPIMERASE/DEHYDRATASE // SUBFAMILY NOT NAMED" "turquoise"
"Manes.02G010300.v8.1" "Manes.02G010300" "(1 of 2) 2.7.8.11//6.2.1.3 - CDP-diacylglycerol--inositol 3-phosphatidyltransferase / Phosphatidylinositol synthase // Long-chain-fatty-acid--CoA ligase / Lignoceroyl-CoA synthase" "turquoise"
"Manes.02G010400.v8.1" "Manes.02G010400" "" "turquoise"
"Manes.02G010800.v8.1" "Manes.02G010800" NA "turquoise"
"Manes.02G011800.v8.1" "Manes.02G011800" "(1 of 1) K14299 - nucleoporin SEH1 (SEH1)" "turquoise"
"Manes.02G012600.v8.1" "Manes.02G012600" "(1 of 2) PTHR13140//PTHR13140:SF470 - MYOSIN // SUBFAMILY NOT NAMED" "turquoise"
"Manes.02G012900.v8.1" "Manes.02G012900" "(1 of 2) PTHR11214//PTHR11214:SF7 - BETA-1,3-N-ACETYLGLUCOSAMINYLTRANSFERASE // SUBFAMILY NOT NAMED" "turquoise"
"Manes.02G013200.v8.1" "Manes.02G013200" "(1 of 5) PTHR31194//PTHR31194:SF16 - SHN  SHINE , DNA BINDING / TRANSCRIPTION FACTOR // SUBFAMILY NOT NAMED" "turquoise"
"Manes.02G014000.v8.1" "Manes.02G014000" NA "turquoise"
"Manes.02G014900.v8.1" "Manes.02G014900" NA "turquoise"
"Manes.02G015100.v8.1" "Manes.02G015100" "(1 of 2) PTHR24349:SF95 - CALCIUM-DEPENDENT PROTEIN KINASE 3" "turquoise"
"Manes.02G015500.v8.1" "Manes.02G015500" NA "turquoise"
"Manes.02G016400.v8.1" "Manes.02G016400" NA "turquoise"
"Manes.02G017401.v8.1" "Manes.02G017401" NA "turquoise"
"Manes.02G017500.v8.1" "Manes.02G017500" NA "turquoise"
"Manes.02G017600.v8.1" "Manes.02G017600" "(1 of 6) PTHR22814:SF77 - HEAVY-METAL-ASSOCIATED DOMAIN-CONTAINING PROTEIN" "turquoise"
"Manes.02G017900.v8.1" "Manes.02G017900" NA "turquoise"
"Manes.02G018200.v8.1" "Manes.02G018200" NA "turquoise"
"Manes.02G019000.v8.1" "Manes.02G019000" NA "turquoise"
"Manes.02G019100.v8.1" "Manes.02G019100" "(1 of 270) PF13639 - Ring finger domain (zf-RING_2)" "turquoise"
"Manes.02G019300.v8.1" "Manes.02G019300" NA "turquoise"
"Manes.02G020100.v8.1" "Manes.02G020100" "(1 of 4) PTHR19139//PTHR19139:SF169 - AQUAPORIN TRANSPORTER // AQUAPORIN PIP1-4-RELATED" "turquoise"
"Manes.02G020300.v8.1" "Manes.02G020300" "(1 of 4) K19329 - WW domain-containing oxidoreductase (WWOX)" "turquoise"
"Manes.02G021100.v8.1" "Manes.02G021100" "(1 of 46) PF13676 - TIR domain (TIR_2)" "turquoise"
"Manes.02G021600.v8.1" "Manes.02G021600" NA "turquoise"
