"","gene_id","colors","locusName","Pathways","Pathways_Desc","GODescription","class","Description","GO","KOG","KO","Pfam","Panther","Best-hit-arabi-defline","gene_metabolite"
"183","Manes.11G023600.v8.1","brown","Manes.11G023600","PWY-5173; PWY-5464; PYRUVDEHYD-PWY","superpathway of acetyl-CoA biosynthesis; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; pyruvate decarboxylation to acetyl CoA","dihydrolipoyllysine-residue acetyltransferase activity; pyruvate metabolic process; metabolic process; acyltransferase activity; pyruvate dehydrogenase complex","carb","(1 of 2) PTHR23151//PTHR23151:SF59 - DIHYDROLIPOAMIDE ACETYL/SUCCINYL-TRANSFERASE-RELATED // SUBFAMILY NOT NAMED","GO:0004742 GO:0006090 GO:0008152 GO:0016746 GO:0045254","","K00627","PF00198 PF00364 PF02817","PTHR23151 PTHR23151:SF59","Dihydrolipoamide acetyltransferase, long form protein","gene"
"184","Manes.11G025400.v8.1","grey","Manes.11G025400","PWY66-373; PWY-621","sucrose degradation V (sucrose &alpha;-glucosidase); sucrose degradation III (sucrose invertase)","hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process","carb","(1 of 2) PTHR31953//PTHR31953:SF16 - FAMILY NOT NAMED // BETA-FRUCTOFURANOSIDASE; INSOLUBLE ISOENZYME CWINV1-RELATED","GO:0004553 GO:0005975","","K01193","PF00251 PF08244","PTHR31953 PTHR31953:SF16","Glycosyl hydrolases family 32 protein","gene"
"185","Manes.11G077300.v8.1","blue","Manes.11G077300","PWY-695","abscisic acid biosynthesis","metabolic process; 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity; oxidoreductase activity; siderophore biosynthetic process","carot","(1 of 1) PTHR24322:SF547 - ALCOHOL DEHYDROGENASE-LIKE PROTEIN","GO:0008152 GO:0008667 GO:0016491 GO:0019290 GO:0055114","KOG0725","","PF13561","PTHR24322 PTHR24322:SF547","NAD(P)-binding Rossmann-fold superfamily protein","gene"
"186","Manes.11G085500.v8.1","black","Manes.11G085500","GLYCOGENSYNTH-PWY; PWY-622","glycogen biosynthesis I (from ADP-D-Glucose); starch biosynthesis","glycogen biosynthetic process; glucose-1-phosphate adenylyltransferase activity; biosynthetic process; nucleotidyltransferase activity","carb","(1 of 1) PTHR22572:SF111 - GLUCOSE-1-PHOSPHATE ADENYLYLTRANSFERASE LARGE SUBUNIT 3; CHLOROPLASTIC-RELATED","GO:0005978 GO:0008878 GO:0009058 GO:0016779","KOG1322","K00975","PF00483","PTHR22572 PTHR22572:SF111","Glucose-1-phosphate adenylyltransferase family protein","gene"
"187","Manes.11G089900.v8.1","grey","Manes.11G089900","PWY66-399; PWY66-373; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; sucrose degradation V (sucrose &alpha;-glucosidase); oxygenic photosynthesis; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Calvin-Benson-Bassham cycle; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","triose-phosphate isomerase activity; metabolic process","carb","(1 of 2) PTHR21139:SF7 - TRIOSEPHOSPHATE ISOMERASE; CHLOROPLASTIC","GO:0004807 GO:0008152","KOG1643","K01803","PF00121","PTHR21139 PTHR21139:SF7","triosephosphate isomerase","gene"
"188","Manes.11G098400.v8.1","turquoise","Manes.11G098400","PWY-5910; PWY-5120","superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate); geranylgeranyl diphosphate biosynthesis","isoprenoid biosynthetic process","carot","(1 of 1) PTHR12001:SF41 - HETERODIMERIC GERANYLGERANYL PYROPHOSPHATE SYNTHASE SMALL SUBUNIT; CHLOROPLASTIC","GO:0008299","KOG0776","K13789","PF00348","PTHR12001 PTHR12001:SF41","geranylgeranyl reductase","gene"
"189","Manes.11G102600.v8.1","darkred","Manes.11G102600","PWY-5464; PWY-5690","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; TCA cycle II (plants and fungi)","catalytic activity; metabolic process","carb","(1 of 2) K01899 - succinyl-CoA synthetase alpha subunit (LSC1)","GO:0003824 GO:0008152 GO:0048037","","K01899","PF00549 PF02629","PTHR11117 PTHR11117:SF9","Succinyl-CoA ligase, alpha subunit","gene"
"190","Manes.11G103800.v8.1","brown","Manes.11G103800","PWY-4302; PWY-5464; PWY-5690; PWY-561; PWY-7279; PWY-3781","aerobic respiration III (alternative oxidase pathway); superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; TCA cycle II (plants and fungi); superpathway of glyoxylate cycle and fatty acid degradation; aerobic respiration II (cytochrome c) (yeast); aerobic respiration I (cytochrome c)","","carb","(1 of 9) 1.3.5.1 - Succinate dehydrogenase (quinone) / Succinic dehydrogenase","","","","","PTHR36708","(1 of 13) 1.3.5.1 - Succinate dehydrogenase (quinone) / Succinic dehydrogenase","gene"
"191","Manes.11G121800.v8.1","blue","Manes.11G121800","PWY-4101; PWY-3801; PWY-621","D-sorbitol degradation I; sucrose degradation II (sucrose synthase); sucrose degradation III (sucrose invertase)","ribokinase activity; D-ribose metabolic process","carb","(1 of 2) PTHR10584//PTHR10584:SF168 - SUGAR KINASE // F14I3.3 PROTEIN-RELATED","GO:0004747 GO:0006014","KOG2855","K00847","PF00294","PTHR10584 PTHR10584:SF168","pfkB-like carbohydrate kinase family protein","gene"
"192","Manes.11G144700.v8.1","brown","Manes.11G144700","PWY-7560","methylerythritol phosphate pathway II","iron ion binding; isoprenoid biosynthetic process; terpenoid biosynthetic process; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity (ferredoxin)","carot","(1 of 2) 1.17.7.1 - (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (ferredoxin) / 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase","GO:0005506 GO:0008299 GO:0016114 GO:0046429 GO:0055114","","K03526","PF04551","PTHR30454 PTHR30454:SF0","4-hydroxy-3-methylbut-2-enyl diphosphate synthase","gene"
"193","Manes.11G163700.v8.1","magenta","Manes.11G163700","PWY-6809; PWY-695","neoxanthin biosynthesis; abscisic acid biosynthesis","carotenoid biosynthetic process; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","carot","(1 of 1) K14593 - capsanthin/capsorubin synthase (CCS1)","GO:0016117 GO:0016705","","K14593","PF05834","PTHR13789 PTHR13789:SF203","","gene"
"194","Manes.12G005500.v8.1","turquoise","Manes.12G005500","PWY-922; PWY-5910; PWY-6859; PWY-7560; PWY-5123","mevalonate pathway I; superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate); <i>all-trans</i>-farnesol biosynthesis; methylerythritol phosphate pathway II; <i>trans, trans</i>-farnesyl diphosphate biosynthesis","isopentenyl-diphosphate delta-isomerase activity; isoprenoid biosynthetic process; hydrolase activity","carot","(1 of 2) 5.3.3.2 - Isopentenyl-diphosphate Delta-isomerase / Methylbutenylpyrophosphate isomerase","GO:0004452 GO:0008299 GO:0016787","KOG0142","K01823","PF00293","PTHR10885 PTHR10885:SF4","isopentenyl diphosphate isomerase 1","gene"
"195","Manes.12G015500.v8.1","grey","Manes.12G015500","PWY66-399; GLUCONEO-PWY; PWY-5464; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; glycolysis IV (plant cytosol); sucrose biosynthesis I (from photosynthesis); glycolysis III (from glucose); homolactic fermentation","glucose metabolic process; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; NADP binding; NAD binding","carb","(1 of 1) PTHR10836//PTHR10836:SF44//PTHR10836:SF59 - GLYCERALDEHYDE 3-PHOSPHATE DEHYDROGENASE // SUBFAMILY NOT NAMED // GLYCERALDEHYDE-3-PHOSPHATE DEHYDROGENASE GAPC1; CYTOSOLIC","GO:0006006 GO:0016620 GO:0050661 GO:0051287 GO:0055114","KOG0657","K00134","PF00044 PF02800","PTHR10836 PTHR10836:SF59","glyceraldehyde-3-phosphate dehydrogenase C2","gene"
"196","Manes.12G034800.v8.1","turquoise","Manes.12G034800","PWY-5464; PWY-5690","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; TCA cycle II (plants and fungi)","catalytic activity; ATP binding; metabolic process; metal ion binding","carb","(1 of 2) K01900 - succinyl-CoA synthetase beta subunit (LSC2)","GO:0003824 GO:0005524 GO:0008152 GO:0046872","","K01900","PF00549 PF08442","PTHR11815 PTHR11815:SF1","ATP citrate lyase (ACL) family protein","gene"
"197","Manes.12G039100.v8.1","brown","Manes.12G039100","PWY-5486; PWY-6333; PWY-6802; PWY-1801; PWY66-21; PWY66-389","pyruvate fermentation to ethanol II; acetaldehyde biosynthesis I; salidroside biosynthesis; formaldehyde oxidation II (glutathione-dependent); ethanol degradation II; phytol degradation","zinc ion binding; oxidoreductase activity; S-(hydroxymethyl)glutathione dehydrogenase [NAD(P)+] activity","carb","(1 of 2) 1.1.1.1//1.1.1.284//1.2.1.1 - Alcohol dehydrogenase / Aldehyde reductase // S-(hydroxymethyl)glutathione dehydrogenase / NAD-linked formaldehyde dehydrogenase // Transferred entry: 1.1.1.284 and 4.4.1.22","GO:0006069 GO:0008270 GO:0016491 GO:0051903 GO:0055114","","K00121","PF00107 PF08240","PTHR11695 PTHR11695:SF269","GroES-like zinc-binding dehydrogenase family protein","gene"
"198","Manes.12G043100.v8.1","grey","Manes.12G043100","PWY-7346; PWY-4821; PWY-5486; PWY-6333; PWY-6802; PWY66-21; PWY66-389","UDP-&alpha;-D-glucuronate biosynthesis (from UDP-glucose); UDP-D-xylose biosynthesis; pyruvate fermentation to ethanol II; acetaldehyde biosynthesis I; salidroside biosynthesis; ethanol degradation II; phytol degradation","zinc ion binding; oxidoreductase activity","carb","(1 of 1) 1.1.1.1//1.1.1.22 - Alcohol dehydrogenase / Aldehyde reductase // UDP-glucose 6-dehydrogenase","GO:0008270 GO:0016491 GO:0055114","","K18857","PF00107 PF08240","PTHR11695 PTHR11695:SF432","","gene"
"199","Manes.12G064500.v8.1","yellow","Manes.12G064500","","","RNA binding; RNA nuclease activity; RNA processing; starch binding","carb","(1 of 1) 3.1.26.12 - Ribonuclease E / RNase E","GO:0003723 GO:0004540 GO:0006396 GO:2001070","","","PF00686 PF10150","PTHR30001 PTHR30001:SF1","RNAse E/G-like","gene"
"200","Manes.12G067900.v8.1","black","Manes.12G067900","GLYCOGENSYNTH-PWY; PWY-622","glycogen biosynthesis I (from ADP-D-Glucose); starch biosynthesis","glycogen biosynthetic process; glucose-1-phosphate adenylyltransferase activity; biosynthetic process; nucleotidyltransferase activity","carb","(1 of 2) PTHR22572:SF101 - GLUCOSE-1-PHOSPHATE ADENYLYLTRANSFERASE SMALL SUBUNIT; CHLOROPLASTIC","GO:0005978 GO:0008878 GO:0009058 GO:0016779","KOG1322","K00975","PF00483","PTHR22572 PTHR22572:SF101","ADP glucose pyrophosphorylase  1","gene"
"201","Manes.12G071600.v8.1","blue","Manes.12G071600","CAROTENOID-PWY; PWY-5947; PWY-5943","superpathway of carotenoid biosynthesis; lutein biosynthesis; &beta;-carotene biosynthesis","carotenoid biosynthetic process; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","carot","(1 of 2) 5.5.1.19 - Lycopene beta-cyclase","","","","","PTHR32098 PTHR32098:SF5","Lycopene beta/epsilon cyclase protein","gene"
"202","Manes.12G074600.v8.1","brown","Manes.12G074600","GLYOXYLATE-BYPASS; PWY-5464; PWY-5690; PWY-6549; PWY-561","glyoxylate cycle; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; TCA cycle II (plants and fungi); L-glutamine biosynthesis III; superpathway of glyoxylate cycle and fatty acid degradation","metabolic process","carb","(1 of 4) 4.2.1.3 - Aconitate hydratase / Citrate(isocitrate) hydro-lyase","GO:0008152","","K01681","PF00330 PF00694","PTHR11670 PTHR11670:SF37","aconitase 3","gene"
"203","Manes.12G098600.v8.1","yellow","Manes.12G098600","PWY-5910; PWY-7709; PWY-6859; PWY-5122; PWY-5123; PWY-5120","superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate); (3<i>R</i>)-linalool biosynthesis; <i>all-trans</i>-farnesol biosynthesis; geranyl diphosphate biosynthesis; <i>trans, trans</i>-farnesyl diphosphate biosynthesis; geranylgeranyl diphosphate biosynthesis","isoprenoid biosynthetic process","carot","(1 of 1) 2.5.1.1//2.5.1.10//2.5.1.29 - Dimethylallyltranstransferase / Prenyltransferase // (2E;6E)-farnesyl diphosphate synthase / Geranyltranstransferase // Geranylgeranyl diphosphate synthase / Geranylgeranyl-PP synthetase","GO:0008299","KOG0776","K13789","PF00348","PTHR12001 PTHR12001:SF52","geranylgeranyl pyrophosphate synthase 1","gene"
"204","Manes.12G120100.v8.1","grey","Manes.12G120100","PWY66-399; PWY-7117; GLUCONEO-PWY; PWY-561","gluconeogenesis III; C4 photosynthetic carbon assimilation cycle, PEPCK type; gluconeogenesis I; superpathway of glyoxylate cycle and fatty acid degradation","phosphoenolpyruvate carboxykinase (ATP) activity; ATP binding; gluconeogenesis","carb","(1 of 3) 4.1.1.32 - Phosphoenolpyruvate carboxykinase (GTP) / Phosphopyruvate carboxylase","GO:0004612 GO:0005524 GO:0006094","","K01610","PF01293","PTHR30031 PTHR30031:SF4","","gene"
"205","Manes.12G124300.v8.1","grey","Manes.12G124300","PWY-7560","methylerythritol phosphate pathway II","catalytic activity; metabolic process; 1-deoxy-D-xylulose-5-phosphate synthase activity; terpenoid biosynthetic process","carot","(1 of 3) PTHR11624//PTHR11624:SF83 - DEHYDROGENASE RELATED // SUBFAMILY NOT NAMED","GO:0003824 GO:0008152 GO:0008661 GO:0016114","","K01662","PF02779 PF02780 PF13292","PTHR11624 PTHR11624:SF83","","gene"
"206","Manes.12G142500.v8.1","red","Manes.12G142500","PWY-6724; PWY-7238","starch degradation II; sucrose biosynthesis II","4-alpha-glucanotransferase activity; carbohydrate metabolic process","carb","(1 of 1) PTHR32438//PTHR32438:SF5 - FAMILY NOT NAMED // 4-ALPHA-GLUCANOTRANSFERASE DPE1; CHLOROPLASTIC/AMYLOPLASTIC","GO:0004134 GO:0005975","","K00705","PF02446","PTHR32438 PTHR32438:SF5","disproportionating enzyme","gene"
"207","Manes.12G144300.v8.1","red","Manes.12G144300","CAROTENOID-PWY; PWY-5945","superpathway of carotenoid biosynthesis; zeaxanthin, antheraxanthin and violaxanthin interconversion","","carot","(1 of 2) 1.10.99.3 - Transferred entry: 1.23.5.1","","","","","PTHR33970 PTHR33970:SF2","violaxanthin de-epoxidase-related","gene"
"208","Manes.13G005300.v8.1","tan","Manes.13G005300","PWY-922; PWY-5910; PWY-6859; PWY-7560; PWY-5123","mevalonate pathway I; superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate); <i>all-trans</i>-farnesol biosynthesis; methylerythritol phosphate pathway II; <i>trans, trans</i>-farnesyl diphosphate biosynthesis","isopentenyl-diphosphate delta-isomerase activity; isoprenoid biosynthetic process; hydrolase activity","carot","(1 of 2) 5.3.3.2 - Isopentenyl-diphosphate Delta-isomerase / Methylbutenylpyrophosphate isomerase","GO:0004452 GO:0008299 GO:0016787","KOG0142","K01823","PF00293","PTHR10885 PTHR10885:SF4","isopentenyl diphosphate isomerase 1","gene"
"209","Manes.13G015200.v8.1","lightgreen","Manes.13G015200","PWY66-399; GLUCONEO-PWY; PWY-5464; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; glycolysis IV (plant cytosol); sucrose biosynthesis I (from photosynthesis); glycolysis III (from glucose); homolactic fermentation","glucose metabolic process; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; NADP binding; NAD binding","carb","(1 of 8) K00134 - glyceraldehyde 3-phosphate dehydrogenase (GAPDH; gapA)","GO:0006006 GO:0016620 GO:0050661 GO:0051287 GO:0055114","KOG0657","K00134","PF00044 PF02800","PTHR10836 PTHR10836:SF59","glyceraldehyde-3-phosphate dehydrogenase C2","gene"
"210","Manes.13G026800.v8.1","turquoise","Manes.13G026800","PWY-6724","starch degradation II","ATP binding; kinase activity; phosphorylation","carb","(1 of 2) 2.7.9.4 - Alpha-glucan; water dikinase / Starch-related R1 protein","GO:0005524 GO:0016301 GO:0016310","","K08244","PF01326","PTHR22931 PTHR22931:SF1","Pyruvate phosphate dikinase, PEP/pyruvate binding domain","gene"
"211","Manes.13G037000.v8.1","brown","Manes.13G037000","PWY-5464; PWY-5690","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; TCA cycle II (plants and fungi)","catalytic activity; ATP binding; metabolic process; metal ion binding","carb","(1 of 2) K01900 - succinyl-CoA synthetase beta subunit (LSC2)","GO:0003824 GO:0005524 GO:0008152 GO:0046872","","K01900","PF00549 PF08442","PTHR11815 PTHR11815:SF1","ATP citrate lyase (ACL) family protein","gene"
"212","Manes.13G038500.v8.1","black","Manes.13G038500","PWY-5486; PWY-6333; PWY-6802; PWY-1801; PWY66-21; PWY66-389","pyruvate fermentation to ethanol II; acetaldehyde biosynthesis I; salidroside biosynthesis; formaldehyde oxidation II (glutathione-dependent); ethanol degradation II; phytol degradation","zinc ion binding; oxidoreductase activity; S-(hydroxymethyl)glutathione dehydrogenase [NAD(P)+] activity","carb","(1 of 2) 1.2.1.1 - Transferred entry: 1.1.1.284 and 4.4.1.22","GO:0006069 GO:0008270 GO:0016491 GO:0051903 GO:0055114","","K00121","PF00107 PF08240","PTHR11695 PTHR11695:SF269","GroES-like zinc-binding dehydrogenase family protein","gene"
"213","Manes.13G058900.v8.1","blue","Manes.13G058900","GLYCOGENSYNTH-PWY; PWY-622","glycogen biosynthesis I (from ADP-D-Glucose); starch biosynthesis","glycogen biosynthetic process; glucose-1-phosphate adenylyltransferase activity; biosynthetic process; nucleotidyltransferase activity","carb","(1 of 2) PTHR22572:SF101 - GLUCOSE-1-PHOSPHATE ADENYLYLTRANSFERASE SMALL SUBUNIT; CHLOROPLASTIC","GO:0005978 GO:0008878 GO:0009058 GO:0016779","KOG1322","K00975","PF00483","PTHR22572 PTHR22572:SF101","ADP glucose pyrophosphorylase  1","gene"
"214","Manes.13G070400.v8.1","grey","Manes.13G070400","GLYOXYLATE-BYPASS; PWY-5464; PWY-5690; PWY-6549; PWY-561","glyoxylate cycle; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; TCA cycle II (plants and fungi); L-glutamine biosynthesis III; superpathway of glyoxylate cycle and fatty acid degradation","metabolic process","carb","(1 of 4) 4.2.1.3 - Aconitate hydratase / Citrate(isocitrate) hydro-lyase","GO:0008152","","K01681","PF00330 PF00694","PTHR11670 PTHR11670:SF37","aconitase 3","gene"
"215","Manes.13G098500.v8.1","turquoise","Manes.13G098500","PWY-5464; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","6-phosphofructokinase activity; fructose 6-phosphate metabolic process; glycolytic process","carb","(1 of 2) PTHR13697//PTHR13697:SF21 - PHOSPHOFRUCTOKINASE // SUBFAMILY NOT NAMED","GO:0003872 GO:0006002 GO:0006096","KOG2440","K00850","PF00365","PTHR13697 PTHR13697:SF21","phosphofructokinase 5","gene"
"216","Manes.13G101600.v8.1","grey","Manes.13G101600","PWY-7560","methylerythritol phosphate pathway II","catalytic activity; metabolic process; 1-deoxy-D-xylulose-5-phosphate synthase activity; terpenoid biosynthetic process","carot","(1 of 3) PTHR11624//PTHR11624:SF83 - DEHYDROGENASE RELATED // SUBFAMILY NOT NAMED","GO:0003824 GO:0008152 GO:0008661 GO:0016114","","K01662","PF02779 PF02780 PF13292","PTHR11624 PTHR11624:SF83","","gene"
"217","Manes.13G105000.v8.1","blue","Manes.13G105000","PWY66-399; PWY-7117; GLUCONEO-PWY; PWY-561","gluconeogenesis III; C4 photosynthetic carbon assimilation cycle, PEPCK type; gluconeogenesis I; superpathway of glyoxylate cycle and fatty acid degradation","phosphoenolpyruvate carboxykinase (ATP) activity; ATP binding; gluconeogenesis","carb","(1 of 3) 4.1.1.32//4.1.1.49 - Phosphoenolpyruvate carboxykinase (GTP) / Phosphopyruvate carboxylase // Phosphoenolpyruvate carboxykinase (ATP) / Phosphopyruvate carboxylase","GO:0004612 GO:0005524 GO:0006094","","K01610","PF01293","PTHR30031 PTHR30031:SF4","","gene"
"218","Manes.13G105280.v8.1","pink","Manes.13G105280","GLYCOGENSYNTH-PWY; PWY-622","glycogen biosynthesis I (from ADP-D-Glucose); starch biosynthesis","","carb","(1 of 1) PTHR12526//PTHR12526:SF382 - GLYCOSYLTRANSFERASE // SUBFAMILY NOT NAMED","","","","PF08323","PTHR12526 PTHR12526:SF382","UDP-Glycosyltransferase superfamily protein","gene"
"219","Manes.13G106000.v8.1","green","Manes.13G106000","PWY66-399; GLUCONEO-PWY; GLYOXYLATE-BYPASS; PWY-5464; PWY-5690; PWY-7115; PWY-561","gluconeogenesis III; gluconeogenesis I; glyoxylate cycle; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; TCA cycle II (plants and fungi); C4 photosynthetic carbon assimilation cycle, NAD-ME type; superpathway of glyoxylate cycle and fatty acid degradation","malate metabolic process; oxidoreductase activity; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; carboxylic acid metabolic process; L-malate dehydrogenase (NAD+) activity","carb","(1 of 1) PTHR11540//PTHR11540:SF27 - MALATE AND LACTATE DEHYDROGENASE // MALATE DEHYDROGENASE; GLYOXYSOMAL-RELATED","GO:0006108 GO:0016491 GO:0016616 GO:0019752 GO:0030060 GO:0055114","","K00026","PF00056 PF02866","PTHR11540 PTHR11540:SF27","peroxisomal NAD-malate dehydrogenase 1","gene"
"220","Manes.14G007500.v8.1","black","Manes.14G007500","PWY66-399; GLUCONEO-PWY; PWY-5464; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; glycolysis IV (plant cytosol); sucrose biosynthesis I (from photosynthesis); glycolysis III (from glucose); homolactic fermentation","glucose metabolic process; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; NADP binding; NAD binding","carb","(1 of 2) PTHR10836//PTHR10836:SF46 - GLYCERALDEHYDE 3-PHOSPHATE DEHYDROGENASE // SUBFAMILY NOT NAMED","GO:0006006 GO:0016620 GO:0050661 GO:0051287 GO:0055114","KOG0657","K00134","PF00044 PF02800","PTHR10836 PTHR10836:SF46","glyceraldehyde-3-phosphate dehydrogenase of plastid 2","gene"
"221","Manes.14G008900.v8.1","lightgreen","Manes.14G008900","PWY66-399; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; oxygenic photosynthesis; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Calvin-Benson-Bassham cycle; glycolysis IV (plant cytosol); sucrose biosynthesis I (from photosynthesis); glycolysis III (from glucose); homolactic fermentation","phosphoglycerate kinase activity; glycolytic process","carb","(1 of 2) PTHR11406//PTHR11406:SF9 - PHOSPHOGLYCERATE KINASE // PHOSPHOGLYCERATE KINASE","GO:0004618 GO:0006096","","K00927","PF00162","PTHR11406 PTHR11406:SF9","phosphoglycerate kinase","gene"
"222","Manes.14G009000.v8.1","yellow","Manes.14G009000","PWY66-399; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; oxygenic photosynthesis; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Calvin-Benson-Bassham cycle; glycolysis IV (plant cytosol); sucrose biosynthesis I (from photosynthesis); glycolysis III (from glucose); homolactic fermentation","phosphoglycerate kinase activity; glycolytic process","carb","(1 of 2) PTHR11406//PTHR11406:SF8 - PHOSPHOGLYCERATE KINASE // PHOSPHOGLYCERATE KINASE 1; CHLOROPLASTIC-RELATED","GO:0004618 GO:0006096","","K00927","PF00162","PTHR11406 PTHR11406:SF8","phosphoglycerate kinase 1","gene"
"223","Manes.14G005400.v8.1","royalblue","Manes.14G005400","PWY-621; PWY-7238; ANAGLYCOLYSIS-PWY; GLUCOSE1PMETAB-PWY; ANAEROFRUCAT-PWY","sucrose degradation III (sucrose invertase); sucrose biosynthesis II; glycolysis III (from glucose); glucose and glucose-1-phosphate degradation; homolactic fermentation","intracellular glucose homeostasis; hexokinase activity; ATP binding; D-glucose binding; carbohydrate metabolic process; phosphotransferase activity, alcohol group as acceptor; carbohydrate phosphorylation","carb","(1 of 2) PTHR19443:SF6 - HEXOKINASE-3-RELATED","GO:0001678 GO:0004396 GO:0005524 GO:0005536 GO:0005975 GO:0016773 GO:0046835","","K00844","PF00349 PF03727","PTHR19443 PTHR19443:SF6","hexokinase-like 1","gene"
"224","Manes.14G007380.v8.1","turquoise","Manes.14G007380","PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","magnesium ion binding; pyruvate kinase activity; glycolytic process; potassium ion binding","carb","(1 of 1) PTHR11817:SF28 - PLASTIDIAL PYRUVATE KINASE 4; CHLOROPLASTIC","GO:0000287 GO:0004743 GO:0006096 GO:0030955","KOG2323","K00873","PF00224","PTHR11817 PTHR11817:SF28","pyruvate kinase family protein","gene"
"225","Manes.14G019870.v8.1","turquoise","Manes.14G019870","PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","magnesium ion binding; pyruvate kinase activity; glycolytic process; potassium ion binding","carb","(1 of 2) PTHR11817//PTHR11817:SF2 - PYRUVATE KINASE // PLASTIDIAL PYRUVATE KINASE 2","GO:0000287 GO:0004743 GO:0006096 GO:0030955","","K00873","PF00224 PF02887","PTHR11817 PTHR11817:SF2","plastidic pyruvate kinase beta subunit 1","gene"
"226","Manes.14G022700.v8.1","grey","Manes.14G022700","PWY-5944; CAROTENOID-PWY","zeaxanthin biosynthesis; superpathway of carotenoid biosynthesis","iron ion binding; fatty acid biosynthetic process; oxidoreductase activity","carot","(1 of 3) 1.14.13.129 - Beta-carotene 3-hydroxylase / Beta-carotene 3;3'-monooxygenase","GO:0005506 GO:0006633 GO:0016491 GO:0055114","","K15746","PF04116","PTHR31899 PTHR31899:SF1","beta-carotene hydroxylase 2","gene"
