TAG_type,locusName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,direction,Pathways,Pathways_Desc,GODescription,class,Description,GO,KOG,KO,Pfam,Panther,Best-hit-arabi-defline
genetic,Manes.02G206150,0.960403384,-0.933546711,0.196634443,-4.747625569,2.06E-06,3.70E-05,-,,,protein binding; signal transduction; ADP binding,NA,(1 of 13) PF00931//PF07725//PF13676 - NB-ARC domain (NB-ARC) // Leucine Rich Repeat (LRR_3) // TIR domain (TIR_2),GO:0005515 GO:0007165 GO:0043531,KOG4658,,PF00931 PF07725 PF13676,PTHR11017 PTHR11017:SF162,Disease resistance protein (TIR-NBS-LRR class) family
genetic,Manes.10G009400,0.931510876,0.955816598,0.201457009,4.744518962,2.09E-06,3.74E-05,+,,,nuclear chromosome; protein binding,NA,(1 of 1) PTHR12585:SF26 - SISTER CHROMATID COHESION 1 PROTEIN 1,GO:0000228 GO:0005515,KOG1213,K06670,PF04824 PF04825,PTHR12585 PTHR12585:SF26,Rad21/Rec8-like family protein
genetic,Manes.08G118500,1.955239945,-0.99293862,0.20954224,-4.738608417,2.15E-06,3.84E-05,-,,,"peroxidase activity; calcium ion binding; membrane; NAD(P)H oxidase H2O2-forming activity; oxidoreductase activity; oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor",NA,(1 of 1) PTHR11972:SF57 - RESPIRATORY BURST OXIDASE HOMOLOG PROTEIN B,GO:0004601 GO:0005509 GO:0016020 GO:0016174 GO:0016491 GO:0050664 GO:0055114,,K13447,PF01794 PF08022 PF08030 PF08414,PTHR11972 PTHR11972:SF57,respiratory burst oxidase homolog B
genetic,Manes.13G029600,1.420970964,0.662295487,0.139938744,4.732752823,2.21E-06,3.93E-05,+,,,NAD+-protein poly-ADP-ribosyltransferase activity,NA,(1 of 2) PTHR32263:SF8 - INACTIVE POLY [ADP-RIBOSE] POLYMERASE SRO2-RELATED,GO:0003950,,,PF00644 PF12174,PTHR32263 PTHR32263:SF8,similar to RCD one 2
genetic,Manes.18G030900,0.893586282,-1.016496617,0.215246657,-4.72247341,2.33E-06,4.11E-05,-,,,xenobiotic transmembrane transport; antiporter activity; membrane; transmembrane transport,NA,(1 of 2) PTHR11206//PTHR11206:SF115 - MULTIDRUG RESISTANCE PROTEIN // MATE EFFLUX FAMILY PROTEIN,GO:0006855 GO:0015238 GO:0015297 GO:0016020 GO:0055085,KOG1347,K03327,PF01554,PTHR11206 PTHR11206:SF115,MATE efflux family protein
genetic,Manes.14G094500,3.788393236,0.542654146,0.115452006,4.70025742,2.60E-06,4.52E-05,+,,,,NA,(1 of 3) PF06880 - Protein of unknown function (DUF1262) (DUF1262),,,,PF06880,PTHR31050 PTHR31050:SF2,Protein of unknown function (DUF1262)
genetic,Manes.04G138300,11.68594297,0.934151637,0.199783621,4.675816935,2.93E-06,5.04E-05,+,,,,NA,(1 of 10) PTHR11527//PTHR11527:SF152 - SMALL HEAT-SHOCK PROTEIN  HSP20  FAMILY // SUBFAMILY NOT NAMED,,KOG0710,K13993,PF00011,PTHR11527 PTHR11527:SF152,heat shock protein 18.2
genetic,Manes.17G062900,1.5937709,-0.970079442,0.20770382,-4.670493984,3.00E-06,5.15E-05,-,,,,NA,(1 of 1) PTHR10791//PTHR10791:SF23 - RAG1-ACTIVATING PROTEIN 1 // SUBFAMILY NOT NAMED,,KOG1623,K15382,PF03083,PTHR10791 PTHR10791:SF23,
genetic,Manes.18G113300,3.503733491,-0.623712228,0.133566543,-4.669674099,3.02E-06,5.16E-05,-,,,"hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process",NA,"(1 of 1) PTHR22298//PTHR22298:SF54 - ENDO-1,4-BETA-GLUCANASE // ENDOGLUCANASE 3-RELATED",GO:0004553 GO:0005975,,,PF00759,PTHR22298 PTHR22298:SF54,cellulase 3
genetic,Manes.02G032685,1.550794105,0.928700554,0.19889911,4.669204175,3.02E-06,5.17E-05,+,,,,NA,,,,,,PTHR33270 PTHR33270:SF7,
genetic,Manes.12G132800,17.10165592,-0.505767779,0.108356568,-4.667624556,3.05E-06,5.20E-05,-,,,"monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,(1 of 2) PTHR24298:SF144 - BIFUNCTIONAL DIHYDROCAMALEXATE SYNTHASE/CAMALEXIN SYNTHASE-RELATED,GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114,KOG0156,,PF00067,PTHR24298 PTHR24298:SF144,
genetic,Manes.01G196200,0.853474609,-1.054160472,0.225922051,-4.666036213,3.07E-06,5.23E-05,-,,,metabolic process; hydrolase activity,NA,(1 of 1) PTHR11014//PTHR11014:SF85 - PEPTIDASE M20 FAMILY MEMBER // SUBFAMILY NOT NAMED,GO:0008152 GO:0016787,KOG2275,K14664,PF01546 PF07687,PTHR11014 PTHR11014:SF85,
genetic,Manes.07G076300,1.900336954,0.620185815,0.133277021,4.653358924,3.27E-06,5.53E-05,+,PWY-7186,superpathway of scopolin and esculin biosynthesis,metabolic process; hexosyltransferase activity,NA,(1 of 2) PTHR11926//PTHR11926:SF246 - GLUCOSYL/GLUCURONOSYL TRANSFERASES // SUBFAMILY NOT NAMED,GO:0008152 GO:0016758,KOG1192,,PF00201,PTHR11926 PTHR11926:SF246,
genetic,Manes.01G238151,2.821996282,0.783706473,0.169976263,4.610681874,4.01E-06,6.57E-05,+,,,,NA,,,,,,,
genetic,Manes.04G127533,1.807742305,-0.860159566,0.187206126,-4.594719108,4.33E-06,7.03E-05,-,,,protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation,NA,(1 of 20) PTHR27001//PTHR27001:SF27 - FAMILY NOT NAMED // PROLINE-RICH RECEPTOR-LIKE PROTEIN KINASE PERK15,GO:0004672 GO:0004713 GO:0005524 GO:0006468,KOG1187,,PF00069 PF07714,PTHR27001 PTHR27001:SF27,
genetic,Manes.15G157400,20.4237062,0.553354626,0.120826493,4.579745807,4.66E-06,7.45E-05,+,,,,NA,(1 of 5) PTHR33595//PTHR33595:SF3 - FAMILY NOT NAMED // EMB|CAB62340.1-RELATED,,,,,PTHR33595 PTHR33595:SF3,(1 of 6) PTHR33595:SF3 - EMB
genetic,Manes.05G167700,5.672859225,0.59966796,0.131362549,4.564984185,5.00E-06,7.91E-05,+,,,"monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,(1 of 138) KOG0156 - Cytochrome P450 CYP2 subfamily,GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114,KOG0156,,PF00067,PTHR24298 PTHR24298:SF102,
genetic,Manes.01G208400,1.997435894,-0.871696364,0.191072782,-4.562116886,5.06E-06,8.01E-05,-,,,protein dimerization activity,NA,(1 of 2) PTHR11514//PTHR11514:SF28 - MYC // TRANSCRIPTION FACTOR TT8,GO:0046983,,,PF00010 PF14215,PTHR11514 PTHR11514:SF28,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
genetic,Manes.01G124801,4.137022955,0.572625696,0.125555398,4.560741339,5.10E-06,8.04E-05,+,,,,NA,(1 of 2) PTHR10887//PTHR10887:SF358 - DNA2/NAM7 HELICASE FAMILY // P-LOOP CONTAINING NUCLEOSIDE TRIPHOSPHATE HYDROLASES SUPERFAMILY PROTEIN,,,K10706,PF13086 PF13087,PTHR10887 PTHR10887:SF358,P-loop containing nucleoside triphosphate hydrolases superfamily protein
genetic,Manes.17G069300,3.014790213,0.700053389,0.153994292,4.545969723,5.47E-06,8.53E-05,+,,,voltage-gated potassium channel activity; protein binding; potassium ion transport; membrane,NA,(1 of 2) PTHR10217//PTHR10217:SF520 - VOLTAGE AND LIGAND GATED POTASSIUM CHANNEL // SUBFAMILY NOT NAMED,GO:0005249 GO:0005515 GO:0006813 GO:0016020,,,PF00027 PF07885 PF11834,PTHR10217 PTHR10217:SF520,potassium channel in Arabidopsis thaliana 2
genetic,Manes.14G065700,11.99250883,0.578071131,0.127348266,4.539293306,5.64E-06,8.76E-05,+,,,NAD+-protein poly-ADP-ribosyltransferase activity,NA,(1 of 2) PTHR32263//PTHR32263:SF6 - FAMILY NOT NAMED // INACTIVE POLY [ADP-RIBOSE] POLYMERASE SRO4-RELATED,GO:0003950,,,PF12174,PTHR32263 PTHR32263:SF6,similar to RCD one 5
genetic,Manes.16G093800,4.464718162,0.638952988,0.140935287,4.533662247,5.80E-06,8.97E-05,+,,,plant-type hypersensitive response,NA,(1 of 1) PTHR23423//PTHR23423:SF10//PTHR23423:SF23 - ORGANIC SOLUTE TRANSPORTER-RELATED // TRANSMEMBRANE PROTEIN 184C // SUBFAMILY NOT NAMED,GO:0009626,KOG2641,,PF03619,PTHR23423 PTHR23423:SF23,Protein of unknown function (DUF300)
genetic,Manes.14G132800,2.59947336,-0.640066495,0.141378295,-4.527332112,5.97E-06,9.18E-05,-,,,,NA,(1 of 1) PTHR22957//PTHR22957:SF288 - TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN // SUBFAMILY NOT NAMED,,KOG4567,,PF00566,PTHR22957 PTHR22957:SF288,
genetic,Manes.07G090400,75.58626165,-0.898997401,0.198804714,-4.522012488,6.13E-06,9.37E-05,-,,,,NA,(1 of 2) KOG2846 - Predicted membrane protein,,KOG2846,,PF10058,PTHR22166 PTHR22166:SF12,Protein of unknown function (DUF2296)
genetic,Manes.04G018000,4.820049047,-0.764178862,0.169102432,-4.519029398,6.21E-06,9.48E-05,-,PWY-1121; PWY-7186; PWY1F-467,"suberin monomers biosynthesis; superpathway of scopolin and esculin biosynthesis; phenylpropanoid biosynthesis, initial reactions",cytoplasm; L-phenylalanine catabolic process; ammonia-lyase activity,NA,(1 of 6) 4.3.1.24 - Phenylalanine ammonia-lyase,GO:0005737 GO:0006559 GO:0016841,,K10775,PF00221,PTHR10362 PTHR10362:SF19,
genetic,Manes.15G130600,0.377754673,-1.391506162,0.308124249,-4.516055342,6.30E-06,9.58E-05,-,,,defense response; response to biotic stimulus,NA,(1 of 49) PF00407 - Pathogenesis-related protein Bet v I family (Bet_v_1),GO:0006952 GO:0009607,,,PF00407,PTHR31907,MLP-like protein 31
genetic,Manes.13G047000,16.08819997,-1.085866831,0.24067355,-4.511782989,6.43E-06,9.75E-05,-,,,protein binding; zinc ion binding,NA,(1 of 2) PTHR12183:SF11 - C3HC4 TYPE RING-FINGER PROTEIN-RELATED,GO:0005515 GO:0008270,,,PF13920,PTHR12183 PTHR12183:SF11,RING/U-box superfamily protein
genetic,Manes.04G150800,2.23319677,-0.637026333,0.14139283,-4.505365181,6.63E-06,1.00E-04,-,,,threonine-type endopeptidase activity; proteasome core complex; proteolysis involved in protein catabolic process,NA,(1 of 2) PTHR11599//PTHR11599:SF14 - PROTEASOME SUBUNIT ALPHA/BETA // PROTEASOME SUBUNIT ALPHA TYPE-5,GO:0004298 GO:0005839 GO:0051603,KOG0176,,PF00227,PTHR11599 PTHR11599:SF14,
genetic,Manes.14G099400,4.799138437,0.841090845,0.186886175,4.500551453,6.78E-06,0.000101666,+,,,,NA,(1 of 5) PTHR15907:SF47 - PROTEIN PLANT CADMIUM RESISTANCE 11-RELATED,,,,PF04749,PTHR15907 PTHR15907:SF47,PLAC8 family protein
genetic,Manes.12G144101,22.14666078,-0.846741337,0.189128611,-4.47706633,7.57E-06,0.000111871,-,,,,NA,(1 of 3) PTHR10925 - N-ACETYLTRANSFERASE 10,,,,PF08351,PTHR10925,
genetic,Manes.14G047264,0.632637239,0.992283325,0.221647047,4.47686238,7.57E-06,0.000111897,+,,,DNA binding; regulation of DNA-templated transcription,NA,(1 of 152) PF02365 - No apical meristem (NAM) protein (NAM),GO:0003677 GO:0006355,,,PF02365,PTHR31989,
genetic,Manes.06G016800,1.307164325,-0.903663017,0.201993776,-4.473717141,7.69E-06,0.000113229,-,PWY-5934; PWY-6854,iron reduction and absorption; ethylene biosynthesis III (microbes),oxidoreductase activity,NA,(1 of 7) 1.16.1.7 - Ferric-chelate reductase (NADH) / NADH:Fe(3+)-EDTA reductase,GO:0016491 GO:0055114,KOG0039,,PF01794 PF08022 PF08030,PTHR11972,ferric reduction oxidase 7
genetic,Manes.02G073100,1.223923449,-0.66736004,0.149492822,-4.464161094,8.04E-06,0.000117533,-,,,,NA,,,,,,PTHR38225 PTHR38225:SF2,
genetic,Manes.18G090116,10.09958768,-0.660717986,0.1481411,-4.46005859,8.19E-06,0.000119314,-,,,structural constituent of cell wall; plant-type cell wall organization,NA,(1 of 1) PF04554 - Extensin-like region (Extensin_2),GO:0005199 GO:0009664,,,PF04554,,extensin 3
genetic,Manes.16G081500,2.755798541,0.631950336,0.142219193,4.443495436,8.85E-06,0.000127162,+,,,DNA-binding transcription factor activity; nucleus; regulation of DNA-templated transcription; sequence-specific DNA binding,NA,(1 of 2) PTHR10015:SF186 - HEAT STRESS TRANSCRIPTION FACTOR A-2-RELATED,GO:0003700 GO:0005634 GO:0006355 GO:0043565,KOG0627,,PF00447,PTHR10015 PTHR10015:SF186,heat shock transcription factor A2
genetic,Manes.18G057444,1.345091222,-0.893592639,0.202341893,-4.416251266,1.00E-05,0.000140891,-,,,protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation,NA,(1 of 3) PTHR23257:SF349 - PROTEIN KINASE FAMILY PROTEIN,GO:0004672 GO:0004713 GO:0005524 GO:0006468,KOG0192,,PF07714 PF14381,PTHR23257 PTHR23257:SF349,Protein kinase superfamily protein
genetic,Manes.07G068400,2.620543415,0.505598019,0.114721275,4.407186186,1.05E-05,0.000145425,+,,,alpha-L-fucosidase activity,NA,"(1 of 1) 3.2.1.63 - 1,2-alpha-L-fucosidase / Almond emulsin fucosidase II",,,,PF14498,PTHR31084 PTHR31084:SF0,"1,2-alpha-L-fucosidases"
genetic,Manes.18G036500,1.343884723,0.783872557,0.17829317,4.396537222,1.10E-05,0.000151017,+,,,calcium ion binding,NA,(1 of 28) PF13202 - EF hand (EF-hand_5),GO:0005509,,,PF13202,,
genetic,Manes.09G009700,4.429124987,-0.82471279,0.18804016,-4.385833259,1.16E-05,0.000157474,-,,,,NA,,,,,,,
genetic,Manes.03G140301,3.320173837,-0.612267316,0.139742008,-4.381412029,1.18E-05,0.000160135,-,,,,NA,"(1 of 3) PTHR34947:SF2 - GENOMIC DNA, CHROMOSOME 3, P1 CLONE:MJG19",,,,,PTHR34947 PTHR34947:SF2,"(1 of 1) PTHR34947:SF2 - GENOMIC DNA, CHROMOSOME 3, P1 CLONE:MJG19"
genetic,Manes.02G194900,2.773044184,-0.506352132,0.115970439,-4.366217255,1.26E-05,0.000169802,-,,,,NA,(1 of 2) PTHR24078:SF250 - CHAPERONE DNAJ-DOMAIN CONTAINING PROTEIN-RELATED,,,,PF00226,PTHR24078 PTHR24078:SF250,Chaperone DnaJ-domain superfamily protein
genetic,Manes.05G005200,9.972769647,0.533699093,0.122633826,4.351972939,1.35E-05,0.000178869,+,,,DNA binding; regulation of DNA-templated transcription,NA,(1 of 18) PTHR31989:SF21 - NAC TRANSCRIPTION FACTOR-LIKE 9,GO:0003677 GO:0006355,,,PF02365,PTHR31989 PTHR31989:SF21,
genetic,Manes.13G077278,2.228629344,1.203202594,0.276620703,4.34964766,1.36E-05,0.000180425,+,,,,NA,,,,,,,
genetic,Manes.02G174500,0.841649659,0.865880016,0.199205258,4.346672506,1.38E-05,0.000182534,+,PWY-6824; PWY-5466; PWY-7445; PWY-7214,justicidin B biosynthesis; matairesinol biosynthesis; luteolin triglucuronide degradation; baicalein degradation (hydrogen peroxide detoxification),peroxidase activity; response to oxidative stress; heme binding,NA,(1 of 1) PTHR31235:SF16 - PEROXIDASE 13-RELATED,GO:0004601 GO:0006979 GO:0020037 GO:0055114,,K00430,PF00141,PTHR31235 PTHR31235:SF16,Peroxidase superfamily protein
genetic,Manes.04G124300,1.481277299,0.571685491,0.13170914,4.340514958,1.42E-05,0.00018712,+,PWY-6842,glutathione-mediated detoxification II,protein binding,NA,"(1 of 14) PTHR11260//PTHR11260:SF317 - GLUTATHIONE S-TRANSFERASE, GST, SUPERFAMILY, GST DOMAIN CONTAINING // SUBFAMILY NOT NAMED",GO:0005515,KOG0406,K00799,PF00043 PF02798,PTHR11260 PTHR11260:SF317,
genetic,Manes.05G184700,3.682669628,-0.560217701,0.129483817,-4.326546077,1.51E-05,0.000197728,-,PWY-7528; PWY-7270; PWY-4361; PWY-6854; PWY-3001; LEU-DEG2-PWY; VALDEG-PWY; BRANCHED-CHAIN-AA-SYN-PWY; ILEUDEG-PWY; VALSYN-PWY; ILEUSYN-PWY; LEUSYN-PWY,L-methionine salvage cycle I (bacteria and plants); L-methionine salvage cycle II (plants); <i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation; ethylene biosynthesis III (microbes); superpathway of L-isoleucine biosynthesis I; L-leucine degradation I; L-valine degradation I; superpathway of branched chain amino acid biosynthesis; L-isoleucine degradation I; L-valine biosynthesis; L-isoleucine biosynthesis I (from threonine); L-leucine biosynthesis,catalytic activity; branched-chain-amino-acid transaminase activity; metabolic process; branched-chain amino acid metabolic process,NA,(1 of 3) 2.6.1.42//2.6.1.88 - Branched-chain-amino-acid transaminase / Transaminase B // Methionine transaminase / Methionine-oxo-acid transaminase,GO:0003824 GO:0004084 GO:0008152 GO:0009081,KOG0975,K00826,PF01063,PTHR11825 PTHR11825:SF42,branched-chain amino acid transaminase 2
genetic,Manes.01G218200,7.420194548,-0.550215898,0.127509338,-4.315102767,1.60E-05,0.000207063,-,PWY-3121; PWY-6002; PWY-7089; PWY-5176; PWY-7092; PWY-7091,linamarin degradation; lotaustralin degradation; taxiphyllin bioactivation; coumarin biosynthesis (via 2-coumarate); neolinustatin bioactivation; linustatin bioactivation,"hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process",NA,(1 of 4) PTHR10353//PTHR10353:SF29 - GLYCOSYL HYDROLASE // BETA-GLUCOSIDASE 1-RELATED,GO:0004553 GO:0005975,,K01188,PF00232,PTHR10353 PTHR10353:SF29,beta glucosidase 11
genetic,Manes.10G142050,3.996518406,0.533333228,0.123906677,4.304313876,1.68E-05,0.000216589,+,,,,NA,,,,,,,
genetic,Manes.05G023000,2.689648572,-0.634688526,0.147950617,-4.289867397,1.79E-05,0.000228924,-,,,protein binding,NA,(1 of 1) PTHR12601//PTHR12601:SF17 - EUKARYOTIC TRANSLATION INITIATION FACTOR 3 SUBUNIT  EIF-3 // TETRATRICOPEPTIDE REPEAT-CONTAINING PROTEIN,GO:0005515,,K03255,PF12807 PF13424 PF15044,PTHR12601 PTHR12601:SF17,Tetratricopeptide repeat (TPR)-like superfamily protein
genetic,Manes.16G058900,2.388028065,-0.631640176,0.14752174,-4.281675207,1.85E-05,0.000236259,-,PWY-7511,protein ubiquitylation,protein binding; zinc ion binding,NA,(1 of 2) PTHR10044//PTHR10044:SF103 - INHIBITOR OF APOPTOSIS // SUBFAMILY NOT NAMED,GO:0005515 GO:0008270,KOG4172,,PF13920,PTHR10044 PTHR10044:SF103,RING/U-box superfamily protein
genetic,Manes.02G077400,11.00125497,-0.503667916,0.118096762,-4.264874889,2.00E-05,0.000251929,-,,,,NA,(1 of 2) PTHR10641//PTHR10641:SF498 - MYB-LIKE DNA-BINDING PROTEIN MYB // MYB TRANSCRIPTION FACTOR,,,K09422,PF00249,PTHR10641 PTHR10641:SF498,myb domain protein 43
genetic,Manes.07G091450,7.132577591,-0.580955716,0.136402662,-4.259123013,2.05E-05,0.000257463,-,,,,NA,,,,,,,
genetic,Manes.15G179612,2.423596868,-0.973793103,0.228942272,-4.25344387,2.11E-05,0.000262396,-,,,GTP binding,NA,(1 of 95) PF00025 - ADP-ribosylation factor family (Arf),GO:0005525,,,PF00025,PTHR11711,
genetic,Manes.12G070600,3.074684015,-0.536762284,0.126406783,-4.246309193,2.17E-05,0.000268757,-,,,"hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process",NA,"(1 of 2) PTHR22298//PTHR22298:SF59 - ENDO-1,4-BETA-GLUCANASE // ENDOGLUCANASE 11",GO:0004553 GO:0005975,,,PF00759,PTHR22298 PTHR22298:SF59,glycosyl hydrolase 9B8
genetic,Manes.18G019650,10.55728412,-0.514673745,0.121237144,-4.245182041,2.18E-05,0.000269785,-,GLYCOGENSYNTH-PWY; PWY-622,glycogen biosynthesis I (from ADP-D-Glucose); starch biosynthesis,glycogen biosynthetic process; glucose-1-phosphate adenylyltransferase activity; biosynthetic process; nucleotidyltransferase activity,carb,"(1 of 1) PTHR22572//PTHR22572:SF110 - SUGAR-1-PHOSPHATE GUANYL TRANSFERASE // GLUCOSE-1-PHOSPHATE ADENYLYLTRANSFERASE LARGE SUBUNIT 2, CHLOROPLASTIC",GO:0005978 GO:0008878 GO:0009058 GO:0016779,KOG1322,K00975,PF00483,PTHR22572 PTHR22572:SF110,ADPGLC-PPase large subunit
genetic,Manes.06G177200,0.408282747,-1.354111596,0.320139552,-4.229754142,2.34E-05,0.000282574,-,,,,NA,,,,,,,
genetic,Manes.11G074000,0.900705736,0.732721344,0.173296364,4.22814033,2.36E-05,0.000284008,+,,,nucleus; DNA-templated transcription; regulation of transcription by RNA polymerase II; cell cycle; regulation of cell cycle,NA,(1 of 3) K04681 - retinoblastoma-like protein 1 (RBL1),GO:0005634 GO:0006351 GO:0006357 GO:0007049 GO:0051726,,K04681,PF01857 PF01858,PTHR13742 PTHR13742:SF17,
genetic,Manes.03G069664,3.417763678,-0.520971804,0.123447176,-4.220200245,2.44E-05,0.000292744,-,,,,NA,,,,,,,
genetic,Manes.14G099700,0.928408805,-0.845881102,0.200490167,-4.219065281,2.45E-05,0.000293551,-,,,malate transport,NA,(1 of 3) PTHR31086//PTHR31086:SF20 - FAMILY NOT NAMED // ALUMINUM-ACTIVATED MALATE TRANSPORTER 4-RELATED,GO:0015743,,,PF11744,PTHR31086 PTHR31086:SF20,Aluminium activated malate transporter family protein
genetic,Manes.03G083500,5.578617993,0.531890199,0.126554012,4.202871094,2.64E-05,0.000311594,+,PWY-695,abscisic acid biosynthesis,,carot,(1 of 6) K09840 - 9-cis-epoxycarotenoid dioxygenase (NCED),,,K09840,PF03055,PTHR10543 PTHR10543:SF26,nine-cis-epoxycarotenoid dioxygenase 3
genetic,Manes.04G126400,58.32890658,0.515091832,0.122633288,4.200261134,2.67E-05,0.00031448,+,,,protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation,NA,(1 of 1569) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase,GO:0004672 GO:0004713 GO:0005524 GO:0006468,KOG1187,,PF00069,PTHR27001,
genetic,Manes.17G001900,11.59603674,-0.584337463,0.139138067,-4.199695134,2.67E-05,0.000314903,-,,,hydrolase activity,NA,(1 of 4) PTHR21562:SF4 - PECTINACETYLESTERASE FAMILY PROTEIN,GO:0016787,,,PF03283,PTHR21562 PTHR21562:SF4,Pectinacetylesterase family protein
genetic,Manes.14G066800,6.069447632,-1.065564549,0.254595407,-4.185325107,2.85E-05,0.000331866,-,PWY-6440,spermine and spermidine degradation II,oxidoreductase activity,NA,"(1 of 2) 1.5.3.15 - N(8)-acetylspermidine oxidase (propane-1,3-diamine-forming)",GO:0016491 GO:0055114,KOG0029,K13366,PF13450,PTHR10742 PTHR10742:SF288,
genetic,Manes.01G128050,5.920901669,-0.561762127,0.134390635,-4.180069001,2.91E-05,0.000338665,-,PWY-2902,cytokinin-<i>O</i>-glucosides biosynthesis,metabolic process; hexosyltransferase activity,NA,(1 of 19) 2.4.1.203 - Trans-zeatin O-beta-D-glucosyltransferase / Zeatin O-glucosyltransferase,GO:0008152 GO:0016758,,,PF00201,PTHR11926 PTHR11926:SF162,
genetic,Manes.02G009900,1.970996203,0.628721025,0.150766835,4.170154709,3.04E-05,0.000351739,+,,,,NA,,,,,,PTHR35704 PTHR35704:SF1,
genetic,Manes.01G186300,3.879806894,-0.668742953,0.160378683,-4.169774562,3.05E-05,0.000352127,-,,,,NA,(1 of 3) PTHR33781:SF4 - PROTEIN PHYTOCHROME KINASE SUBSTRATE 1-RELATED,,,,,PTHR33781 PTHR33781:SF4,phytochrome kinase substrate 1
genetic,Manes.18G139820,46.23194164,0.656497739,0.157919262,4.157173284,3.22E-05,0.000369402,+,,,,NA,(1 of 3) PTHR11527//PTHR11527:SF170 - SMALL HEAT-SHOCK PROTEIN  HSP20  FAMILY // SUBFAMILY NOT NAMED,,KOG0710,K13993,PF00011,PTHR11527 PTHR11527:SF170,
genetic,Manes.03G090703,28.51199773,-1.223799973,0.295680904,-4.13892124,3.49E-05,0.000394734,-,,,DNA binding; protein dimerization activity,NA,(1 of 24) PTHR23272//PTHR23272:SF12 - BED FINGER-RELATED // SUBFAMILY NOT NAMED,GO:0003677 GO:0046983,KOG1121,,PF02892 PF05699 PF14372,PTHR23272 PTHR23272:SF12,
genetic,Manes.04G127400,2.254263822,-0.849734437,0.205717983,-4.130579264,3.62E-05,0.000406187,-,,,protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation,NA,(1 of 26) K04730 - interleukin-1 receptor-associated kinase 1 (IRAK1),GO:0004672 GO:0004713 GO:0005524 GO:0006468,KOG1187,K04730,PF00069 PF07714,PTHR27001,
genetic,Manes.13G056600,5.606007676,-0.61722304,0.149443868,-4.130132921,3.63E-05,0.00040653,-,,,metabolic process; hexosyltransferase activity,NA,(1 of 5) PTHR11926//PTHR11926:SF396 - GLUCOSYL/GLUCURONOSYL TRANSFERASES // UDP-GLYCOSYLTRANSFERASE 75B2,GO:0008152 GO:0016758,KOG1192,K13691,PF00201,PTHR11926 PTHR11926:SF396,UDP-Glycosyltransferase superfamily protein
genetic,Manes.02G085100,4.105927838,-0.507993943,0.123136512,-4.125453418,3.70E-05,0.000413071,-,,,DNA-binding transcription factor activity; regulation of DNA-templated transcription; sequence-specific DNA binding,NA,(1 of 2) PTHR31221//PTHR31221:SF37 - FAMILY NOT NAMED // WRKY TRANSCRIPTION FACTOR 71-RELATED,GO:0003700 GO:0006355 GO:0043565,,,PF03106,PTHR31221 PTHR31221:SF37,
genetic,Manes.10G113400,9.22291945,-0.515440894,0.124938195,-4.125566995,3.70E-05,0.000413071,-,PWY-6842,glutathione-mediated detoxification II,protein binding,NA,"(1 of 5) PTHR11260//PTHR11260:SF327 - GLUTATHIONE S-TRANSFERASE, GST, SUPERFAMILY, GST DOMAIN CONTAINING // SUBFAMILY NOT NAMED",GO:0005515,KOG0406,K00799,PF00043 PF02798,PTHR11260 PTHR11260:SF327,
genetic,Manes.09G163300,2.171334027,-0.503052687,0.12224645,-4.115069906,3.87E-05,0.000428833,-,,,monoatomic cation transport; sodium ion transport; regulation of pH; sodium:proton antiporter activity; transmembrane transport,NA,(1 of 1) PTHR10110//PTHR10110:SF107 - SODIUM/HYDROGEN EXCHANGER // SUBFAMILY NOT NAMED,GO:0006812 GO:0006814 GO:0006885 GO:0015299 GO:0015385 GO:0016021 GO:0055085,KOG1965,K14724,PF00999,PTHR10110 PTHR10110:SF107,
genetic,Manes.11G140800,4.441412904,-0.530032585,0.129486962,-4.093327838,4.25E-05,0.000462832,-,,,,NA,(1 of 56) PF03195 - Protein of unknown function DUF260 (DUF260),,,,PF03195,PTHR31301 PTHR31301:SF6,LOB domain-containing protein 11
genetic,Manes.04G143000,14.92316402,-0.58388735,0.143655218,-4.064504988,4.81E-05,0.000514324,-,,,,NA,(1 of 2) PTHR22870//PTHR22870:SF166 - REGULATOR OF CHROMOSOME CONDENSATION // PROTEIN RCC2,,,,PF08381 PF13713,PTHR22870 PTHR22870:SF166,DZC (Disease resistance/zinc finger/chromosome condensation-like region) domain containing protein
