"","gene_id","colors","locusName","Pathways","class","Description","GO","KOG","KO","Pfam","Panther","Best-hit-arabi-defline"
"81","Manes.02G034800.v8.1","deeppink1","Manes.02G034800","PWY-1081","carb","(1 of 4) PTHR31080//PTHR31080:SF8 - FAMILY NOT NAMED // F23N19.12","GO:0004857","","","PF04043","PTHR31080 PTHR31080:SF8",""
"82","Manes.02G034900.v8.1","blue","Manes.02G034900","PWY-1081","carb","(1 of 4) PTHR31080:SF8 - F23N19.12","GO:0004857","","","PF04043","PTHR31080 PTHR31080:SF8",""
"83","Manes.02G035200.v8.1","magenta","Manes.02G035200","CAROTENOID-PWY; PWY-6475; ","carot","(1 of 1) K18163 - NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 6 (NDUFAF6)","GO:0009058 GO:0016740","KOG4411","K18163","PF00494","PTHR21181 PTHR21181:SF13","Terpenoid synthases superfamily protein"
"84","Manes.02G035900.v8.1","brown","Manes.02G035900","PWY66-373; PWY-621","carb","(1 of 2) PTHR31953//PTHR31953:SF17 - FAMILY NOT NAMED // ACID BETA-FRUCTOFURANOSIDASE 3; VACUOLAR-RELATED","GO:0004553 GO:0004564 GO:0004575 GO:0005975","","K01193","PF00251 PF08244 PF11837","PTHR31953 PTHR31953:SF17","Glycosyl hydrolases family 32 protein"
"85","Manes.02G036000.v8.1","grey","Manes.02G036000","","carb","(1 of 4) PTHR10788:SF38 - TREHALOSE-PHOSPHATE PHOSPHATASE F-RELATED","GO:0003824 GO:0005992 GO:0008152","","K01087","PF02358","PTHR10788 PTHR10788:SF38","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein"
"86","Manes.02G039500.v8.1","yellowgreen","Manes.02G039500","PWY-1081","carb","(1 of 1) PTHR31321:SF19 - PECTINESTERASE 68-RELATED","GO:0005618 GO:0030599 GO:0042545","","","PF01095","PTHR31321 PTHR31321:SF19","Pectin lyase-like superfamily protein"
"87","Manes.02G046733.v8.1","grey60","Manes.02G046733","GLYCOGENSYNTH-PWY; PWY-622","carb","(1 of 3) K00703 - starch synthase (E2.4.1.21; glgA)","GO:0004373","","K00703","PF00534 PF08323","PTHR12526 PTHR12526:SF337","starch synthase 2"
"88","Manes.02G048600.v8.1","mediumpurple3","Manes.02G048600","PWY-1081","carb","(1 of 2) PTHR31321:SF12 - PECTINESTERASE 31","GO:0005618 GO:0030599 GO:0042545","","K01051","PF01095","PTHR31321 PTHR31321:SF12","pectin methylesterase 31"
"89","Manes.02G051800.v8.1","floralwhite","Manes.02G051800","PWY-1061","carb","(1 of 2) PTHR32116:SF2 - GALACTURONOSYLTRANSFERASE 13-RELATED","GO:0016757 GO:0047262","","K13648","PF01501","PTHR32116 PTHR32116:SF2","galacturonosyltransferase 13"
"90","Manes.02G052200.v8.1","pink","Manes.02G052200","PWY-7238","carb","(1 of 9) 2.4.1.1 - Glycogen phosphorylase / Polyphosphorylase","GO:0004645 GO:0005975 GO:0008184 GO:0030170","","K00688","PF00343","PTHR11468 PTHR11468:SF8","Glycosyl transferase, family 35"
"91","Manes.02G052240.v8.1","blue2","Manes.02G052240","PWY-7238","carb","(1 of 9) 2.4.1.1 - Glycogen phosphorylase / Polyphosphorylase","GO:0004645 GO:0005975 GO:0008184 GO:0030170","","K00688","PF00343","PTHR11468 PTHR11468:SF8","Glycosyl transferase, family 35"
"92","Manes.02G052280.v8.1","darkslateblue","Manes.02G052280","PWY-7238","carb","(1 of 9) 2.4.1.1 - Glycogen phosphorylase / Polyphosphorylase","GO:0004645 GO:0005975 GO:0008184 GO:0030170","","K00688","PF00343","PTHR11468 PTHR11468:SF8","Glycosyl transferase, family 35"
"93","Manes.02G052360.v8.1","brown","Manes.02G052360","PWY-7238","carb","(1 of 9) 2.4.1.1 - Glycogen phosphorylase / Polyphosphorylase","GO:0004645 GO:0005975 GO:0008184 GO:0030170","","K00688","PF00343","PTHR11468 PTHR11468:SF8","Glycosyl transferase, family 35"
"94","Manes.02G052520.v8.1","darkseagreen2","Manes.02G052520","PWY-7238","carb","(1 of 9) 2.4.1.1 - Glycogen phosphorylase / Polyphosphorylase","GO:0004645 GO:0005975 GO:0008184 GO:0030170","","K00688","PF00343","PTHR11468 PTHR11468:SF8","Glycosyl transferase, family 35"
"95","Manes.02G052600.v8.1","salmon","Manes.02G052600","PWY-7238","carb","(1 of 9) 2.4.1.1 - Glycogen phosphorylase / Polyphosphorylase","GO:0004645 GO:0005975 GO:0008184 GO:0030170","","K00688","PF00343","PTHR11468 PTHR11468:SF8","Glycosyl transferase, family 35"
"96","Manes.02G054500.v8.1","lightgreen","Manes.02G054500","","carb","(1 of 1) PTHR10357//PTHR10357:SF157 - ALPHA-AMYLASE // SUBFAMILY NOT NAMED","GO:0003824 GO:0004556 GO:0005509 GO:0005975 GO:0043169","KOG0471","K01176","PF00128 PF07821","PTHR10357 PTHR10357:SF157",""
"97","Manes.02G058600.v8.1","honeydew1","Manes.02G058600","","carb","(1 of 9) 5.4.99.30 - UDP-arabinopyranose mutase","GO:0016866 GO:0030244","","K13379","PF03214","PTHR31682 PTHR31682:SF3","reversibly glycosylated polypeptide 1"
"98","Manes.02G062000.v8.1","darkolivegreen1","Manes.02G062000","PWY-1061","carb","(1 of 2) PTHR32116:SF31 - GALACTURONOSYLTRANSFERASE 9-RELATED","GO:0016757 GO:0047262","","","PF01501","PTHR32116 PTHR32116:SF31","galacturonosyltransferase 9"
"99","Manes.02G062200.v8.1","lightslateblue","Manes.02G062200","PENTOSE-P-PWY; OXIDATIVEPENT-PWY","carb","(1 of 4) 1.1.1.44 - Phosphogluconate dehydrogenase (NADP(+)-dependent; decarboxylating) / Phosphogluconic acid dehydrogenase","GO:0004616 GO:0006098 GO:0050661 GO:0055114","","K00033","PF00393 PF03446","PTHR11811 PTHR11811:SF33","6-phosphogluconate dehydrogenase family protein"
"100","Manes.02G064400.v8.1","turquoise","Manes.02G064400","GLUCONEO-PWY; PWY-5464; PWY-5723; PWY-1042","carb","(1 of 1) PTHR31209//PTHR31209:SF0 - FAMILY NOT NAMED // COFACTOR-INDEPENDENT PHOSPHOGLYCERATE MUTASE","GO:0003824 GO:0046537 GO:0046872","","","PF01676 PF10143","PTHR31209 PTHR31209:SF0","Cofactor-independent phosphoglycerate mutase"
"101","Manes.02G069000.v8.1","red","Manes.02G069000","PWY-3881; PWY-882; MANNCAT-PWY; PWY-5659","carb","(1 of 2) 5.3.1.8 - Mannose-6-phosphate isomerase / Phosphomannose isomerase","GO:0004476 GO:0005975 GO:0008270 GO:0009298","","K01809","PF01238","PTHR10309 PTHR10309:SF0","Mannose-6-phosphate isomerase, type I"
"102","Manes.02G077200.v8.1","yellow","Manes.02G077200","","carb","(1 of 1) PTHR32227:SF52 - GLUCAN ENDO-1;3-BETA-GLUCOSIDASE 2","GO:0004553 GO:0005975","","","PF00332 PF07983","PTHR32227 PTHR32227:SF52","O-Glycosyl hydrolases family 17 protein"
"103","Manes.02G080600.v8.1","lightgreen","Manes.02G080600","PWY-3801; PWY-6527; SUCSYN-PWY; PWY-7238; PWY-7343","carb","(1 of 3) K00963 - UTP--glucose-1-phosphate uridylyltransferase (UGP2; galU; galF)","GO:0003983 GO:0006011 GO:0008152 GO:0070569","","K00963","PF01704","PTHR11952 PTHR11952:SF13","UDP-glucose pyrophosphorylase 2"
"104","Manes.02G081700.v8.1","purple","Manes.02G081700","CAROTENOID-PWY; PWY-6475","carot","(1 of 3) K02291 - phytoene synthase (crtB)","GO:0009058 GO:0016740","KOG1459","K02291","PF00494","PTHR31480 PTHR31480:SF2","PHYTOENE SYNTHASE"
"105","Manes.02G082800.v8.1","grey60","Manes.02G082800","GLYCOGENSYNTH-PWY; PWY-622","carb","(1 of 1) PTHR12526//PTHR12526:SF392 - GLYCOSYLTRANSFERASE // SUBFAMILY NOT NAMED","GO:0004373","","K00703","PF00534 PF08323","PTHR12526 PTHR12526:SF392",""
"106","Manes.02G084500.v8.1","mediumpurple4","Manes.02G084500","PWY0-662","carb","(1 of 1) PTHR10210:SF34 - RIBOSE-PHOSPHATE PYROPHOSPHOKINASE 4","GO:0009116","KOG1448","","PF00156 PF13793","PTHR10210 PTHR10210:SF34","Phosphoribosyltransferase family protein"
"107","Manes.02G084900.v8.1","cyan","Manes.02G084900","PWY-6773","carb","(1 of 1) PTHR12741:SF16 - CALLOSE SYNTHASE 7-RELATED","GO:0000148 GO:0003843 GO:0006075 GO:0016020","","K11000","PF02364 PF04652 PF14288","PTHR12741 PTHR12741:SF16","glucan synthase-like 7"
"108","Manes.02G085400.v8.1","black","Manes.02G085400","PWY-1061","carb","(1 of 1) PTHR32116//PTHR32116:SF30 - FAMILY NOT NAMED // GALACTURONOSYLTRANSFERASE 15-RELATED","GO:0016757 GO:0047262","","K13648","PF01501","PTHR32116 PTHR32116:SF30","galacturonosyltransferase 15"
"109","Manes.02G089900.v8.1","brown","Manes.02G089900","","carb","(1 of 2) PTHR31407:SF6 - OXYGEN-EVOLVING ENHANCER PROTEIN 2-1; CHLOROPLASTIC-RELATED","GO:0005509 GO:0009523 GO:0009654 GO:0015979 GO:0019898","","K02717","PF01789","PTHR31407 PTHR31407:SF6","photosystem II subunit P-1"
"110","Manes.02G091300.v8.1","grey","Manes.02G091300","PWY-7117; PWYQT-4429; PWY-6549; PWY-241; PWY-7115","carb","(1 of 5) 4.1.1.31 - Phosphoenolpyruvate carboxylase / Phosphoenolpyruvic carboxylase","GO:0006099 GO:0008964 GO:0015977","","K01595","PF00311","PTHR30523 PTHR30523:SF8","phosphoenolpyruvate carboxylase 3"
"111","Manes.02G095500.v8.1","brown4","Manes.02G095500","","carb","(1 of 1) PTHR11122//PTHR11122:SF12 - APOSPORY-ASSOCIATED PROTEIN C-RELATED // ALDOSE 1-EPIMERASE FAMILY PROTEIN","GO:0005975 GO:0016853","KOG1594","K01792","PF01263","PTHR11122 PTHR11122:SF12","Galactose mutarotase-like superfamily protein"
"112","Manes.02G099600.v8.1","mediumpurple3","Manes.02G099600","","carb","(1 of 2) PTHR23421:SF79 - BETA-GALACTOSIDASE 3","GO:0004553 GO:0005975 GO:0030246","","","PF01301 PF02140","PTHR23421 PTHR23421:SF79","beta-galactosidase 3"
"113","Manes.02G101600.v8.1","yellow","Manes.02G101600","PWY66-399; PWY66-373; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","carb","(1 of 3) PTHR11627//PTHR11627:SF15 - FRUCTOSE-BISPHOSPHATE ALDOLASE // FRUCTOSE-BISPHOSPHATE ALDOLASE 2; CHLOROPLASTIC-RELATED","GO:0004332 GO:0006096","","K01623","PF00274","PTHR11627 PTHR11627:SF15","fructose-bisphosphate aldolase 2"
"114","Manes.02G102800.v8.1","turquoise","Manes.02G102800","PWY-66","carb","(1 of 2) 4.2.1.47 - GDP-mannose 4;6-dehydratase / Guanosine diphosphomannose oxidoreductase","GO:0008446 GO:0019673","","K01711","PF16363","PTHR10366 PTHR10366:SF346","NAD(P)-binding Rossmann-fold superfamily protein"
"115","Manes.02G103700.v8.1","purple","Manes.02G103700","","carb","(1 of 1) PTHR22298//PTHR22298:SF42 - ENDO-1;4-BETA-GLUCANASE // SUBFAMILY NOT NAMED","GO:0004553 GO:0005975","","","PF00759","PTHR22298 PTHR22298:SF42",""
"116","Manes.02G116900.v8.1","paleturquoise","Manes.02G116900","PWY-922; PWY-5910","carot","(1 of 5) 1.1.1.34 - Hydroxymethylglutaryl-CoA reductase (NADPH) / HMG-CoA reductase","GO:0004420 GO:0008299 GO:0015936 GO:0016021 GO:0050661 GO:0050662 GO:0055114","","K00021","PF00368","PTHR10572 PTHR10572:SF9",""
"117","Manes.02G117800.v8.1","sienna4","Manes.02G117800","","carb","(1 of 41) PF00069//PF00139 - Protein kinase domain (Pkinase) // Legume lectin domain (Lectin_legB)","GO:0004672 GO:0004713 GO:0005524 GO:0006468 GO:0030246","KOG1187","","PF00069 PF00139","PTHR27007 PTHR27007:SF48",""
"118","Manes.02G122500.v8.1","blue","Manes.02G122500","PWY-7238","carb","(1 of 1) PTHR11468:SF4 - ALPHA-GLUCAN PHOSPHORYLASE 2; CYTOSOLIC","GO:0004645 GO:0005975 GO:0008184 GO:0030170","","K00688","PF00343","PTHR11468 PTHR11468:SF4","alpha-glucan phosphorylase 2"
"119","Manes.02G132800.v8.1","grey60","Manes.02G132800","PWY66-399; PWY66-373; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","carb","(1 of 5) 5.3.1.1 - Triose-phosphate isomerase / Triosephosphate mutase","GO:0004807 GO:0008152","KOG1643","K01803","PF00121","PTHR21139 PTHR21139:SF6","triosephosphate isomerase"
"120","Manes.02G134400.v8.1","yellow","Manes.02G134400","PWY-7560","carot","(1 of 2) 2.7.1.148 - 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase / CMK","GO:0005524 GO:0016114 GO:0050515","","K00919","PF00288","PTHR20861 PTHR20861:SF2","4-(cytidine 5'-phospho)-2-C-methyl-D-erithritol kinase"
"121","Manes.02G137601.v8.1","mediumpurple3","Manes.02G137601","","carb","(1 of 5) K01191 - alpha-mannosidase (E3.2.1.24)","GO:0004553 GO:0004559 GO:0005975 GO:0006013 GO:0008270 GO:0015923","","K01191","PF01074 PF07748 PF09261","PTHR11607 PTHR11607:SF18","Glycosyl hydrolase family 38 protein"
"122","Manes.02G137701.v8.1","grey","Manes.02G137701","","carb","(1 of 5) K01191 - alpha-mannosidase (E3.2.1.24)","GO:0004553 GO:0004559 GO:0005975 GO:0006013 GO:0008270 GO:0015923","","K01191","PF01074 PF07748 PF09261","PTHR11607 PTHR11607:SF18","Glycosyl hydrolase family 38 protein"
"123","Manes.02G142800.v8.1","mediumpurple1","Manes.02G142800","PWY-1081","carb","(1 of 2) PTHR31707:SF8 - PECTINESTERASE/PECTINESTERASE INHIBITOR 34-RELATED","GO:0004857 GO:0005618 GO:0030599 GO:0042545","","","PF01095 PF04043","PTHR31707 PTHR31707:SF8","Plant invertase/pectin methylesterase inhibitor superfamily"
"124","Manes.02G143000.v8.1","mediumpurple3","Manes.02G143000","","carb","(1 of 2) K02692 - photosystem I subunit II (psaD)","GO:0009522 GO:0009538 GO:0015979","","K02692","PF02531","PTHR31982","photosystem I subunit D-1"
"125","Manes.02G146400.v8.1","darkmagenta","Manes.02G146400","PWY66-399; PWY-3801; GLUCONEO-PWY; SUCSYN-PWY; PWY-621; PWY-7238; PWY-5659; ANAGLYCOLYSIS-PWY; PWY-622; ANAEROFRUCAT-PWY","carb","(1 of 2) PTHR11469:SF9 - GLUCOSE-6-PHOSPHATE ISOMERASE 1; CHLOROPLASTIC","GO:0004347 GO:0006094 GO:0006096","","K01810","PF00342","PTHR11469 PTHR11469:SF9","phosphoglucose isomerase 1"
"126","Manes.02G147800.v8.1","mediumpurple3","Manes.02G147800","PWY-7437","carb","(1 of 1) PTHR20961//PTHR20961:SF8 - GLYCOSYLTRANSFERASE // SUBFAMILY NOT NAMED","GO:0016757","","","PF04577","PTHR20961 PTHR20961:SF8",""
"127","Manes.02G154201.v8.1","grey","Manes.02G154201","","carb","(1 of 2) PTHR10788//PTHR10788:SF25 - TREHALOSE-6-PHOSPHATE SYNTHASE // TREHALOSE-PHOSPHATE PHOSPHATASE D-RELATED","GO:0003824 GO:0005992 GO:0008152","","K01087","PF02358","PTHR10788 PTHR10788:SF25","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein"
"128","Manes.02G154700.v8.1","grey60","Manes.02G154700","","carb","(1 of 4) PTHR30620:SF8 - BETA-D-XYLOSIDASE 7-RELATED","GO:0004553 GO:0005975","","","PF00933 PF01915 PF14310","PTHR30620 PTHR30620:SF8","Glycosyl hydrolase family protein"
"129","Manes.02G154900.v8.1","steelblue","Manes.02G154900","PWY66-399; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","carb","(1 of 2) K01834 - 2;3-bisphosphoglycerate-dependent phosphoglycerate mutase (PGAM; gpmA)","GO:0004619 GO:0006096 GO:0016868","KOG0235","K01834","PF00300","PTHR11931 PTHR11931:SF6","Phosphoglycerate mutase family protein"
"130","Manes.02G158400.v8.1","blue","Manes.02G158400","","carb","(1 of 1) PTHR11214:SF74 - BETA-1;3-GALACTOSYLTRANSFERASE 7-RELATED","GO:0006486 GO:0008378 GO:0016020","KOG2288","","PF01762 PF13334","PTHR11214 PTHR11214:SF74","Galactosyltransferase family protein"
"131","Manes.02G174800.v8.1","lightsteelblue1","Manes.02G174800","PWY-7346; PWY-4821","carb","(1 of 3) K00001//K18857 - alcohol dehydrogenase (E1.1.1.1; adh) // alcohol dehydrogenase class-P (ADH1)","GO:0008270 GO:0016491 GO:0055114","","K00001 K18857","PF00107 PF08240","PTHR11695 PTHR11695:SF576","alcohol dehydrogenase 1"
"132","Manes.02G178700.v8.1","skyblue1","Manes.02G178700","PWY66-399; PHOTOALL-PWY; GLUCONEO-PWY; CALVIN-PWY; SUCSYN-PWY","carb","(1 of 2) PTHR11556//PTHR11556:SF17 - FRUCTOSE-1;6-BISPHOSPHATASE-RELATED // SUBFAMILY NOT NAMED","GO:0005975 GO:0042132 GO:0042578","","K03841","PF00316","PTHR11556 PTHR11556:SF17","Inositol monophosphatase family protein"
"133","Manes.02G181100.v8.1","blue","Manes.02G181100","PWY-1001","carb","(1 of 3) 2.4.1.29 - Cellulose synthase (GDP-forming) / GDP-glucose-cellulose glucosyltransferase","GO:0005515 GO:0008270","","K10999","PF13632 PF14569","PTHR13301 PTHR13301:SF43",""
"134","Manes.02G192900.v8.1","lightslateblue","Manes.02G192900","","carb","(1 of 1) K14412 - alpha-1;4-fucosyltransferase (FUT13; FucTC)","GO:0006486 GO:0008417 GO:0016020","KOG2619","K14412","PF00852","PTHR11929 PTHR11929:SF131","fucosyltransferase 13"
"135","Manes.02G204100.v8.1","magenta","Manes.02G204100","","carb","(1 of 5) K15272 - solute carrier family 35 (UDP-sugar transporter); member A1/2/3 (SLC35A1_2_3)","GO:0000139 GO:0005338 GO:0005351 GO:0008643 GO:0015780 GO:0016021 GO:0055085","KOG2234","K15272","PF08449","PTHR10231","Nucleotide-sugar transporter family protein"
"136","Manes.02G220200.v8.1","yellow","Manes.02G220200","MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS","carb","(1 of 1) PTHR13872//PTHR13872:SF23 - 60S RIBOSOMAL PROTEIN L35 // DOLICHYL-DIPHOSPHOOLIGOSACCHARIDE--PROTEIN GLYCOSYLTRANSFERASE SUBUNIT STT3B","GO:0004576 GO:0006486 GO:0016020","","K07151","PF02516","PTHR13872 PTHR13872:SF23","staurosporin and temperature sensitive 3-like b"
"137","Manes.02G223400.v8.1","brown","Manes.02G223400","","carb","(1 of 1) K07541 - phosphatidylinositol glycan; class X (PIGX)","GO:0005789 GO:0006506","","K07541","PF08320","PTHR28650","(1 of 1) PF08320 - PIG-X / PBN1 (PIG-X)"
"138","Manes.02G225100.v8.1","grey","Manes.02G225100","","carb","(1 of 3) PTHR30620:SF40 - BETA-D-XYLOSIDASE 3-RELATED","GO:0004553 GO:0005975","","","PF00933 PF01915 PF14310","PTHR30620 PTHR30620:SF40",""
"139","Manes.02G225300.v8.1","lightpink2","Manes.02G225300","","carb","(1 of 1) PTHR32227:SF90 - GLUCAN ENDO-1;3-BETA-GLUCOSIDASE 6","GO:0004553 GO:0005975","","","PF00332 PF07983","PTHR32227 PTHR32227:SF90","O-Glycosyl hydrolases family 17 protein"
"140","Manes.03G001300.v8.1","magenta","Manes.03G001300","PWY-82","carb","(1 of 2) 2.7.1.46 - L-arabinokinase","GO:0005524 GO:0005737 GO:0008152 GO:0016301 GO:0016773","KOG0631","","PF00288 PF10509 PF13528","PTHR10457 PTHR10457:SF12","arabinose kinase"
"141","Manes.03G007100.v8.1","greenyellow","Manes.03G007100","PWY-401","carb","(1 of 3) 2.4.1.46 - Monogalactosyldiacylglycerol synthase / Uridine diphosphogalactose-1;2-diacylglycerol galactosyltransferase","GO:0016758","","K03715","PF04101","PTHR21015 PTHR21015:SF28","monogalactosyl diacylglycerol synthase 1"
"142","Manes.03G012800.v8.1","lightpink4","Manes.03G012800","","carb","(1 of 1) PTHR11214//PTHR11214:SF124 - BETA-1;3-N-ACETYLGLUCOSAMINYLTRANSFERASE // BETA-1;3-GALACTOSYLTRANSFERASE 10-RELATED","GO:0006486 GO:0008378 GO:0016020","KOG2288","","PF01762 PF13334","PTHR11214 PTHR11214:SF124","Galactosyltransferase family protein"
"143","Manes.03G017900.v8.1","darkgreen","Manes.03G017900","PWY-7560","carot","(1 of 1) KOG0523 - Transketolase","GO:0003824 GO:0008152 GO:0008661 GO:0016114","","K01662","PF02779 PF02780 PF13292","PTHR11624 PTHR11624:SF64","1-deoxy-D-xylulose 5-phosphate synthase 3"
"144","Manes.03G024400.v8.1","salmon4","Manes.03G024400","","carb","(1 of 1) PTHR31062:SF55 - XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 26-RELATED","GO:0004553 GO:0005618 GO:0005975 GO:0006073 GO:0010411 GO:0016762 GO:0042546 GO:0048046","","K08235","PF00722 PF06955","PTHR31062 PTHR31062:SF55","xyloglucan endotransglucosylase/hydrolase 26"
"145","Manes.03G026700.v8.1","coral3","Manes.03G026700","PWY-621; PWY-7238; ANAGLYCOLYSIS-PWY; GLUCOSE1PMETAB-PWY; ANAEROFRUCAT-PWY","carb","(1 of 6) K00844 - hexokinase (HK)","GO:0001678 GO:0004396 GO:0005524 GO:0005536 GO:0005975 GO:0016773 GO:0046835","","K00844","PF00349 PF03727","PTHR19443 PTHR19443:SF26","hexokinase 1"
"146","Manes.03G028200.v8.1","salmon2","Manes.03G028200","","carb","(1 of 2) PTHR32227//PTHR32227:SF88 - FAMILY NOT NAMED // GLUCAN ENDO-1;3-BETA-GLUCOSIDASE 12-RELATED","GO:0004553 GO:0005975","","","PF00332 PF07983","PTHR32227 PTHR32227:SF88","O-Glycosyl hydrolases family 17 protein"
"147","Manes.03G029300.v8.1","lavenderblush","Manes.03G029300","PWY-5464; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","carb","(1 of 4) PTHR13697:SF7 - 6-PHOSPHOFRUCTOKINASE 1-RELATED","GO:0003872 GO:0005524 GO:0006002 GO:0006096","","K00850","PF00365","PTHR13697 PTHR13697:SF7","phosphofructokinase 3"
"148","Manes.03G033400.v8.1","orangered","Manes.03G033400","","carb","(1 of 5) PTHR23421//PTHR23421:SF74 - BETA-GALACTOSIDASE RELATED // BETA-GALACTOSIDASE 1","GO:0004553 GO:0005975 GO:0030246","","","PF01301 PF02140","PTHR23421 PTHR23421:SF74",""
"149","Manes.03G038500.v8.1","grey","Manes.03G038500","","carb","(1 of 3) PTHR34455//PTHR34455:SF1 - FAMILY NOT NAMED // EXPRESSED PROTEIN","GO:0009523 GO:0015979 GO:0016020","","","PF06596","PTHR34455 PTHR34455:SF1","photosystem II subunit X"
"150","Manes.03G041600.v8.1","skyblue","Manes.03G041600","","carb","(1 of 6) PTHR23421:SF49 - BETA-GALACTOSIDASE 15-RELATED","GO:0004553 GO:0005975 GO:0030246","","","PF01301 PF02140","PTHR23421 PTHR23421:SF49","beta-galactosidase 7"
"151","Manes.03G043600.v8.1","darkmagenta","Manes.03G043600","PWY-1081","carb","(1 of 137) 3.1.1.11 - Pectinesterase / Pectin methylesterase","GO:0004857","","","PF04043","PTHR31080 PTHR31080:SF26","Plant invertase/pectin methylesterase inhibitor superfamily protein"
"152","Manes.03G044200.v8.1","yellow4","Manes.03G044200","PWY-1081","carb","(1 of 68) K01051 - pectinesterase (E3.1.1.11)","GO:0004857 GO:0005618 GO:0030599 GO:0042545","","K01051","PF01095 PF04043","PTHR31707",""
"153","Manes.03G044400.v8.1","grey60","Manes.03G044400","PWY-3801","carb","(1 of 2) PTHR12526//PTHR12526:SF391 - GLYCOSYLTRANSFERASE // SUCROSE SYNTHASE 1-RELATED","GO:0005985 GO:0016157","","K00695","PF00534 PF00862","PTHR12526 PTHR12526:SF391","sucrose synthase 4"
"154","Manes.03G045700.v8.1","pink","Manes.03G045700","PWY-1081","carb","(1 of 137) 3.1.1.11 - Pectinesterase / Pectin methylesterase","GO:0004857","","","PF04043","PTHR31707",""
"155","Manes.03G049200.v8.1","lightpink4","Manes.03G049200","PWY-862; PWY66-373; PWY-621","carb","(1 of 1) 3.2.1.80 - Fructan beta-fructosidase / Fructanase","GO:0004553 GO:0005975","","K01193","PF00251 PF08244","PTHR31953 PTHR31953:SF14",""
"156","Manes.03G058100.v8.1","orangered","Manes.03G058100","PWY-3121; PWY-6002; PWY-7089; PWY-5176; PWY-7092; PWY-7091","carb","(1 of 39) K01188 - beta-glucosidase (E3.2.1.21)","GO:0004553 GO:0005975","","K01188","PF00232","PTHR10353 PTHR10353:SF37",""
"157","Manes.03G058250.v8.1","orangered","Manes.03G058250","PWY-3121; PWY-6002; PWY-7089; PWY-5176; PWY-7092; PWY-7091","carb","(1 of 39) K01188 - beta-glucosidase (E3.2.1.21)","GO:0004553 GO:0005975","","K01188","PF00232","PTHR10353 PTHR10353:SF37",""
"158","Manes.03G067266.v8.1","thistle1","Manes.03G067266","PHOTOALL-PWY; PENTOSE-P-PWY; NONOXIPENT-PWY; PWY-5723; CALVIN-PWY","carb","(1 of 1) PTHR11934//PTHR11934:SF8 - RIBOSE-5-PHOSPHATE ISOMERASE // RIBOSE-5-PHOSPHATE ISOMERASE 4; CHLOROPLASTIC-RELATED","GO:0004751 GO:0009052","KOG3075","K01807","PF06026","PTHR11934 PTHR11934:SF8","NagB/RpiA/CoA transferase-like superfamily protein"
