"","locusName","Description","class","Pathways","Pathways_Desc","GODescription","GO","KOG","KO","Pfam","Panther","Best-hit-arabi-defline"
"51","Manes.02G120500","(1 of 1) 2.4.1.19 - Cyclomaltodextrin glucanotransferase / Cyclodextrin glycosyltransferase","carbohydrate","","","catalytic activity; starch binding","GO:0003824 GO:2001070","","","PF00686","PTHR10357 PTHR10357:SF149",""
"52","Manes.02G122500","(1 of 1) PTHR11468:SF4 - ALPHA-GLUCAN PHOSPHORYLASE 2, CYTOSOLIC","carbohydrate","PWY-7238","sucrose biosynthesis II","1,4-alpha-oligoglucan phosphorylase activity; carbohydrate metabolic process; glycogen phosphorylase activity; pyridoxal phosphate binding","GO:0004645 GO:0005975 GO:0008184 GO:0030170","","K00688","PF00343","PTHR11468 PTHR11468:SF4","alpha-glucan phosphorylase 2"
"53","Manes.02G132800","(1 of 5) 5.3.1.1 - Triose-phosphate isomerase / Triosephosphate mutase","carbohydrate","PWY66-399; PWY66-373; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; sucrose degradation V (sucrose &alpha;-glucosidase); oxygenic photosynthesis; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Calvin-Benson-Bassham cycle; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","triose-phosphate isomerase activity; metabolic process","GO:0004807 GO:0008152","KOG1643","K01803","PF00121","PTHR21139 PTHR21139:SF6","triosephosphate isomerase"
"54","Manes.02G146400","(1 of 2) PTHR11469:SF9 - GLUCOSE-6-PHOSPHATE ISOMERASE 1, CHLOROPLASTIC","carbohydrate","PWY66-399; PWY-3801; GLUCONEO-PWY; SUCSYN-PWY; PWY-621; PWY-7238; PWY-5659; ANAGLYCOLYSIS-PWY; PWY-622; ANAEROFRUCAT-PWY","gluconeogenesis III; sucrose degradation II (sucrose synthase); gluconeogenesis I; sucrose biosynthesis I (from photosynthesis); sucrose degradation III (sucrose invertase); sucrose biosynthesis II; GDP-mannose biosynthesis; glycolysis III (from glucose); starch biosynthesis; homolactic fermentation","glucose-6-phosphate isomerase activity; gluconeogenesis; glycolytic process","GO:0004347 GO:0006094 GO:0006096","","K01810","PF00342","PTHR11469 PTHR11469:SF9","phosphoglucose isomerase 1"
"55","Manes.02G154900","(1 of 2) K01834 - 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (PGAM, gpmA)","carbohydrate","PWY66-399; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; glycolysis III (from glucose); homolactic fermentation","phosphoglycerate mutase activity; glycolytic process; intramolecular phosphotransferase activity","GO:0004619 GO:0006096 GO:0016868","KOG0235","K01834","PF00300","PTHR11931 PTHR11931:SF6","Phosphoglycerate mutase family protein"
"56","Manes.02G169300","(1 of 2) 2.7.7.64 - UTP-monosaccharide-1-phosphate uridylyltransferase / USP","carbohydrate","PWY-3821; PWY-3801; PWY-6527; SUCSYN-PWY; PWY-7238; PWY-7343; UDPNACETYLGALSYN-PWY","D-galactose degradation III; sucrose degradation II (sucrose synthase); stachyose degradation; sucrose biosynthesis I (from photosynthesis); sucrose biosynthesis II; UDP-glucose biosynthesis; UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II","metabolic process; uridylyltransferase activity","GO:0008152 GO:0070569","","","","PTHR11952 PTHR11952:SF9",""
"57","Manes.02G190800","(1 of 5) K00627 - pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) (DLAT, aceF, pdhC)","carbohydrate","PWY-5173; PWY-5464; PYRUVDEHYD-PWY","superpathway of acetyl-CoA biosynthesis; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; pyruvate decarboxylation to acetyl CoA","metabolic process; acyltransferase activity","GO:0008152 GO:0016746","KOG0557","K00627","PF00198 PF00364 PF02817","PTHR23151 PTHR23151:SF61","2-oxoacid dehydrogenases acyltransferase family protein"
"58","Manes.02G194100","(1 of 2) PTHR31916:SF3 - ALKALINE/NEUTRAL INVERTASE CINV1-RELATED","carbohydrate","PWY66-373; PWY-621","sucrose degradation V (sucrose &alpha;-glucosidase); sucrose degradation III (sucrose invertase)","endo-alpha-N-acetylgalactosaminidase activity","GO:0033926","","","PF12899","PTHR31916 PTHR31916:SF3","cytosolic invertase 2"
"59","Manes.02G203000","(1 of 2) PTHR12526//PTHR12526:SF358 - GLYCOSYLTRANSFERASE // SUCROSE-PHOSPHATE SYNTHASE 4-RELATED","carbohydrate","SUCSYN-PWY; PWY-7238","sucrose biosynthesis I (from photosynthesis); sucrose biosynthesis II","sucrose metabolic process; sucrose synthase activity; sucrose-phosphate synthase activity","GO:0005985 GO:0016157 GO:0046524","KOG0853","K00696","PF00534 PF00862 PF05116","PTHR12526 PTHR12526:SF358","Sucrose-phosphate synthase family protein"
"60","Manes.02G226001","(1 of 1) PTHR11695//PTHR11695:SF449 - ALCOHOL DEHYDROGENASE RELATED // ALCOHOL DEHYDROGENASE-LIKE 6","carbohydrate","PWY-5486; PWY-6333; PWY-6802; PWY66-21; PWY66-389","pyruvate fermentation to ethanol II; acetaldehyde biosynthesis I; salidroside biosynthesis; ethanol degradation II; phytol degradation","zinc ion binding; oxidoreductase activity","GO:0008270 GO:0016491 GO:0055114","","K00001","PF00107 PF08240","PTHR11695 PTHR11695:SF449","GroES-like zinc-binding dehydrogenase family protein"
"61","Manes.03G026700","(1 of 6) K00844 - hexokinase (HK)","carbohydrate","PWY-621; PWY-7238; ANAGLYCOLYSIS-PWY; GLUCOSE1PMETAB-PWY; ANAEROFRUCAT-PWY","sucrose degradation III (sucrose invertase); sucrose biosynthesis II; glycolysis III (from glucose); glucose and glucose-1-phosphate degradation; homolactic fermentation","intracellular glucose homeostasis; hexokinase activity; ATP binding; D-glucose binding; carbohydrate metabolic process; phosphotransferase activity, alcohol group as acceptor; carbohydrate phosphorylation","GO:0001678 GO:0004396 GO:0005524 GO:0005536 GO:0005975 GO:0016773 GO:0046835","","K00844","PF00349 PF03727","PTHR19443 PTHR19443:SF26","hexokinase 1"
"62","Manes.03G029300","(1 of 4) PTHR13697:SF7 - 6-PHOSPHOFRUCTOKINASE 1-RELATED","carbohydrate","PWY-5464; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","6-phosphofructokinase activity; ATP binding; fructose 6-phosphate metabolic process; glycolytic process","GO:0003872 GO:0005524 GO:0006002 GO:0006096","","K00850","PF00365","PTHR13697 PTHR13697:SF7","phosphofructokinase 3"
"63","Manes.03G044400","(1 of 2) PTHR12526//PTHR12526:SF391 - GLYCOSYLTRANSFERASE // SUCROSE SYNTHASE 1-RELATED","carbohydrate","PWY-3801","sucrose degradation II (sucrose synthase)","sucrose metabolic process; sucrose synthase activity","GO:0005985 GO:0016157","","K00695","PF00534 PF00862","PTHR12526 PTHR12526:SF391","sucrose synthase 4"
"64","Manes.03G049200","(1 of 1) 3.2.1.80 - Fructan beta-fructosidase / Fructanase","carbohydrate","PWY-862; PWY66-373; PWY-621","fructan degradation; sucrose degradation V (sucrose &alpha;-glucosidase); sucrose degradation III (sucrose invertase)","hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process","GO:0004553 GO:0005975","","K01193","PF00251 PF08244","PTHR31953 PTHR31953:SF14",""
"65","Manes.03G058700","(1 of 3) 4.2.1.2 - Fumarate hydratase / Fumarase","carbohydrate","PWY-5464; PWY-5690; PWY-561","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; TCA cycle II (plants and fungi); superpathway of glyoxylate cycle and fatty acid degradation","fumarate hydratase activity; tricarboxylic acid cycle; fumarate metabolic process; lyase activity; tricarboxylic acid cycle heteromeric enzyme complex","GO:0004333 GO:0006099 GO:0006106 GO:0016829 GO:0045239","","K01679","PF00206 PF10415","PTHR11444 PTHR11444:SF1","fumarase 1"
"66","Manes.03G103200","(1 of 6) K00026 - malate dehydrogenase (MDH2)","carbohydrate","PWY66-399; GLUCONEO-PWY; GLYOXYLATE-BYPASS; PWY-5464; PWY-5690; PWY-7115; PWY-561","gluconeogenesis III; gluconeogenesis I; glyoxylate cycle; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; TCA cycle II (plants and fungi); C4 photosynthetic carbon assimilation cycle, NAD-ME type; superpathway of glyoxylate cycle and fatty acid degradation","3-beta-hydroxy-delta5-steroid dehydrogenase (NAD+) activity; malate metabolic process; steroid biosynthetic process; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; carboxylic acid metabolic process; L-malate dehydrogenase (NAD+) activity","GO:0003854 GO:0006108 GO:0006694 GO:0016616 GO:0019752 GO:0030060 GO:0055114","","K00026","PF01073 PF02866","PTHR11540","Lactate/malate dehydrogenase family protein"
"67","Manes.03G129800","(1 of 4) 4.2.1.3 - Aconitate hydratase / Citrate(isocitrate) hydro-lyase","carbohydrate","GLYOXYLATE-BYPASS; PWY-5464; PWY-5690; PWY-6549; PWY-561","glyoxylate cycle; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; TCA cycle II (plants and fungi); L-glutamine biosynthesis III; superpathway of glyoxylate cycle and fatty acid degradation","metabolic process","GO:0008152","","K01681","PF00330 PF00694","PTHR11670 PTHR11670:SF37",""
"68","Manes.03G133300","(1 of 2) PTHR10357:SF119 - 1,4-ALPHA-GLUCAN-BRANCHING ENZYME 3, CHLOROPLASTIC/AMYLOPLASTIC","carbohydrate","GLYCOGENSYNTH-PWY; PWY-622","glycogen biosynthesis I (from ADP-D-Glucose); starch biosynthesis","catalytic activity; 1,4-alpha-glucan branching enzyme activity; hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process; glycogen biosynthetic process; cation binding","GO:0003824 GO:0003844 GO:0004553 GO:0005975 GO:0005978 GO:0043169","","K00700","PF00128 PF02806 PF02922","PTHR10357 PTHR10357:SF119","Alpha amylase family protein"
"69","Manes.03G155800","(1 of 7) K01177 - beta-amylase (E3.2.1.2)","carbohydrate","PWY-6724","starch degradation II","polysaccharide catabolic process; beta-amylase activity","GO:0000272 GO:0016161","","K01177","PF01373","PTHR31352 PTHR31352:SF13","beta-amylase 1"
"70","Manes.03G164100","(1 of 5) K00025 - malate dehydrogenase (MDH1)","carbohydrate","PWY66-399; GLUCONEO-PWY; GLYOXYLATE-BYPASS; PWY-5464; PWY-5690; PWY-7115; PWY-561","gluconeogenesis III; gluconeogenesis I; glyoxylate cycle; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; TCA cycle II (plants and fungi); C4 photosynthetic carbon assimilation cycle, NAD-ME type; superpathway of glyoxylate cycle and fatty acid degradation","malate metabolic process; oxidoreductase activity; malate dehydrogenase activity; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; carboxylic acid metabolic process; L-malate dehydrogenase (NAD+) activity","GO:0006108 GO:0016491 GO:0016615 GO:0016616 GO:0019752 GO:0030060 GO:0055114","","K00025","PF00056 PF02866","PTHR23382 PTHR23382:SF7","Lactate/malate dehydrogenase family protein"
"71","Manes.03G171200","(1 of 2) PTHR11817:SF14 - PLASTIDIAL PYRUVATE KINASE 1, CHLOROPLASTIC","carbohydrate","PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","magnesium ion binding; pyruvate kinase activity; glycolytic process; potassium ion binding","GO:0000287 GO:0004743 GO:0006096 GO:0030955","KOG2323","K00873","PF00224 PF02887","PTHR11817 PTHR11817:SF14","Pyruvate kinase family protein"
"72","Manes.03G182100","(1 of 2) PTHR22572:SF119 - GLUCOSE-1-PHOSPHATE ADENYLYLTRANSFERASE LARGE SUBUNIT 1, CHLOROPLASTIC","carbohydrate","GLYCOGENSYNTH-PWY; PWY-622","glycogen biosynthesis I (from ADP-D-Glucose); starch biosynthesis","glycogen biosynthetic process; glucose-1-phosphate adenylyltransferase activity; biosynthetic process; nucleotidyltransferase activity","GO:0005978 GO:0008878 GO:0009058 GO:0016779","KOG1322","K00975","PF00483","PTHR22572 PTHR22572:SF119","ADP glucose pyrophosphorylase large subunit 1"
"73","Manes.03G191000","(1 of 1) PTHR31352:SF3 - INACTIVE BETA-AMYLASE 9","carbohydrate","PWY-6724","starch degradation II","polysaccharide catabolic process; beta-amylase activity","GO:0000272 GO:0016161","","","PF01373","PTHR31352 PTHR31352:SF3","beta-amylase 3"
"74","Manes.03G198900","(1 of 2) PTHR12526//PTHR12526:SF348 - GLYCOSYLTRANSFERASE // SUCROSE SYNTHASE 2","carbohydrate","PWY-3801","sucrose degradation II (sucrose synthase)","sucrose metabolic process; sucrose synthase activity","GO:0005985 GO:0016157","","K00695","PF00534 PF00862","PTHR12526 PTHR12526:SF348","sucrose synthase 2"
"75","Manes.03G202500","(1 of 3) 1.8.1.4 - Dihydrolipoyl dehydrogenase / Lipoyl dehydrogenase","carbohydrate","PWY-5173; PWY-5464; PWY-5046; PWY-5084; PYRUVDEHYD-PWY; GLYCLEAV-PWY","superpathway of acetyl-CoA biosynthesis; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; 2-oxoisovalerate decarboxylation to isobutanoyl-CoA; 2-oxoglutarate decarboxylation to succinyl-CoA; pyruvate decarboxylation to acetyl CoA; glycine cleavage","dihydrolipoyl dehydrogenase activity; tRNA processing; oxidoreductase activity; cell redox homeostasis; flavin adenine dinucleotide binding","GO:0004148 GO:0008033 GO:0016491 GO:0045454 GO:0050660 GO:0055114","","K00382","PF00070 PF01134 PF02852","PTHR22912 PTHR22912:SF165","lipoamide dehydrogenase 1"
"76","Manes.03G206800","(1 of 2) 2.7.1.6 - Galactokinase","carbohydrate","PWY-3821; PWY-6527; PWY66-422; PWY-7344","D-galactose degradation III; stachyose degradation; D-galactose degradation V (Leloir pathway); UDP-D-galactose biosynthesis","galactokinase activity; ATP binding; cytoplasm; galactose metabolic process; metabolic process; kinase activity; phosphotransferase activity, alcohol group as acceptor; carbohydrate phosphorylation","GO:0004335 GO:0005524 GO:0005737 GO:0006012 GO:0008152 GO:0016301 GO:0016773 GO:0046835","KOG0631","K18674","PF00288 PF08544 PF10509","PTHR10457 PTHR10457:SF7","Mevalonate/galactokinase family protein"
"77","Manes.03G209100","(1 of 1) PTHR22912//PTHR22912:SF148 - DISULFIDE OXIDOREDUCTASE // SUBFAMILY NOT NAMED","carbohydrate","PWY-5173; PWY-5464; PWY-5046; PWY-5084; PYRUVDEHYD-PWY; GLYCLEAV-PWY","superpathway of acetyl-CoA biosynthesis; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; 2-oxoisovalerate decarboxylation to isobutanoyl-CoA; 2-oxoglutarate decarboxylation to succinyl-CoA; pyruvate decarboxylation to acetyl CoA; glycine cleavage","dihydrolipoyl dehydrogenase activity; tRNA processing; oxidoreductase activity; cell redox homeostasis; flavin adenine dinucleotide binding","GO:0004148 GO:0008033 GO:0016491 GO:0045454 GO:0050660 GO:0055114","","K00382","PF00070 PF01134 PF02852","PTHR22912 PTHR22912:SF148","mitochondrial lipoamide dehydrogenase 1"
"78","Manes.04G007900","(1 of 10) K01623 - fructose-bisphosphate aldolase, class I (ALDO)","carbohydrate","PWY66-399; PWY66-373; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; sucrose degradation V (sucrose &alpha;-glucosidase); oxygenic photosynthesis; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Calvin-Benson-Bassham cycle; glycolysis IV (plant cytosol); sucrose biosynthesis I (from photosynthesis); glycolysis III (from glucose); homolactic fermentation","fructose-bisphosphate aldolase activity; glycolytic process","GO:0004332 GO:0006096","","K01623","PF00274","PTHR11627",""
"79","Manes.04G043700","(1 of 2) PTHR10584:SF168 - F14I3.3 PROTEIN-RELATED","carbohydrate","PWY-4101; PWY-3801; PWY-621","D-sorbitol degradation I; sucrose degradation II (sucrose synthase); sucrose degradation III (sucrose invertase)","ribokinase activity; D-ribose metabolic process","GO:0004747 GO:0006014","KOG2855","K00847","PF00294","PTHR10584 PTHR10584:SF168","pfkB-like carbohydrate kinase family protein"
"80","Manes.04G053480","(1 of 2) K01899 - succinyl-CoA synthetase alpha subunit (LSC1)","carbohydrate","PWY-5464; PWY-5690","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; TCA cycle II (plants and fungi)","catalytic activity; metabolic process","GO:0003824 GO:0008152 GO:0048037","","K01899","PF00549 PF02629","PTHR11117 PTHR11117:SF9","Succinyl-CoA ligase, alpha subunit"
"81","Manes.04G078300","(1 of 2) PTHR21139//PTHR21139:SF7 - TRIOSEPHOSPHATE ISOMERASE // TRIOSEPHOSPHATE ISOMERASE, CHLOROPLASTIC","carbohydrate","PWY66-399; PWY66-373; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; sucrose degradation V (sucrose &alpha;-glucosidase); oxygenic photosynthesis; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Calvin-Benson-Bassham cycle; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","triose-phosphate isomerase activity; metabolic process","GO:0004807 GO:0008152","KOG1643","K01803","PF00121","PTHR21139 PTHR21139:SF7","triosephosphate isomerase"
"82","Manes.04G083800","(1 of 3) PTHR11627:SF15 - FRUCTOSE-BISPHOSPHATE ALDOLASE 2, CHLOROPLASTIC-RELATED","carbohydrate","PWY66-399; PWY66-373; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; sucrose degradation V (sucrose &alpha;-glucosidase); oxygenic photosynthesis; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Calvin-Benson-Bassham cycle; glycolysis IV (plant cytosol); sucrose biosynthesis I (from photosynthesis); glycolysis III (from glucose); homolactic fermentation","fructose-bisphosphate aldolase activity; glycolytic process","GO:0004332 GO:0006096","","K01623","PF00274","PTHR11627 PTHR11627:SF15","fructose-bisphosphate aldolase 2"
"83","Manes.04G096300","(1 of 2) PTHR10836//PTHR10836:SF49 - GLYCERALDEHYDE 3-PHOSPHATE DEHYDROGENASE // SUBFAMILY NOT NAMED","carbohydrate","PWY66-399; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; oxygenic photosynthesis; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Calvin-Benson-Bassham cycle; glycolysis IV (plant cytosol); sucrose biosynthesis I (from photosynthesis); glycolysis III (from glucose); homolactic fermentation","glucose metabolic process; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; NADP binding; NAD binding","GO:0006006 GO:0016620 GO:0050661 GO:0051287 GO:0055114","KOG0657","K05298","PF00044 PF02800","PTHR10836 PTHR10836:SF49","glyceraldehyde 3-phosphate dehydrogenase A subunit 2"
"84","Manes.04G134700","(1 of 6) K00844 - hexokinase (HK)","carbohydrate","PWY-621; PWY-7238; ANAGLYCOLYSIS-PWY; GLUCOSE1PMETAB-PWY; ANAEROFRUCAT-PWY","sucrose degradation III (sucrose invertase); sucrose biosynthesis II; glycolysis III (from glucose); glucose and glucose-1-phosphate degradation; homolactic fermentation","intracellular glucose homeostasis; hexokinase activity; ATP binding; D-glucose binding; carbohydrate metabolic process; phosphotransferase activity, alcohol group as acceptor; carbohydrate phosphorylation","GO:0001678 GO:0004396 GO:0005524 GO:0005536 GO:0005975 GO:0016773 GO:0046835","","K00844","PF00349 PF03727","PTHR19443 PTHR19443:SF26",""
