"","locusName","Pathways","Pathways_Desc","GODescription","class","Description","GO","KOG","KO","Pfam","Panther","Best-hit-arabi-defline"
"112","Manes.01G008900","","","protein binding; nucleus",NA,"(1 of 1) PTHR22884//PTHR22884:SF362 - SET DOMAIN PROTEINS // SUBFAMILY NOT NAMED","GO:0005515 GO:0005634 GO:0018024","KOG1081","K11423","PF00856","PTHR22884 PTHR22884:SF362","histone-lysine N-methyltransferase ASHH3"
"113","Manes.01G009000","","","",NA,"(1 of 1) K08342 - cysteine protease ATG4 (ATG4)","","KOG2674","K08342","PF03416","PTHR22624 PTHR22624:SF34","Peptidase family C54 protein"
"114","Manes.01G009100","","","protein binding",NA,"(1 of 1) PTHR24414:SF34 - F-BOX/KELCH-REPEAT PROTEIN SKIP20","GO:0005515","","","PF00646 PF01344","PTHR24414 PTHR24414:SF34","Galactose oxidase/kelch repeat superfamily protein"
"115","Manes.01G009200","","","defense response",NA,"(1 of 19) PF03094 - Mlo family (Mlo)","GO:0006952 GO:0016021","","","PF03094","PTHR31942 PTHR31942:SF26",""
"116","Manes.01G009300","","","",NA,"(1 of 10) PF01535//PF13041//PF13812//PF14432 - PPR repeat (PPR) // PPR repeat family (PPR_2) // Pentatricopeptide repeat domain (PPR_3) // DYW family of nucleic acid deaminases (DYW_deaminase)","","","","PF01535 PF13041 PF13812 PF14432","PTHR24015 PTHR24015:SF77","Pentatricopeptide repeat (PPR) superfamily protein"
"117","Manes.01G009451","","","",NA,"","","","","","PTHR36024","Ankyrin repeat family protein"
"118","Manes.01G009500","","","",NA,"(1 of 2) PTHR36023:SF3 - ARGOS-LIKE PROTEIN-RELATED","","","","","PTHR36023 PTHR36023:SF3","ARGOS-like"
"119","Manes.01G009601","","","response to desiccation",NA,"(1 of 67) PF03168 - Late embryogenesis abundant protein (LEA_2)","GO:0009269","","","PF03168","PTHR31459 PTHR31459:SF2",""
"120","Manes.01G009700","","","",NA,"(1 of 1) PTHR21228//PTHR21228:SF20 - FAST LEU-RICH DOMAIN-CONTAINING // SUBFAMILY NOT NAMED","","","","PF08373","PTHR21228 PTHR21228:SF20","RAP"
"121","Manes.01G009800","","","",NA,"(1 of 2) PTHR35485:SF1 - EXPRESSED PROTEIN","","","","","PTHR35485 PTHR35485:SF1","(1 of 2) PTHR35485:SF1 - EXPRESSED PROTEIN"
"122","Manes.01G009900","PWY-6554; PWY-6365; PWY-6366","1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3); D-<i>myo</i>-inositol (3,4,5,6)-tetrakisphosphate biosynthesis; D-<i>myo</i>-inositol (1,4,5,6)-tetrakisphosphate biosynthesis","magnesium ion binding; ATP binding; intracellular anatomical structure; inositol trisphosphate metabolic process; inositol-3,4,5,6-tetrakisphosphate 1-kinase activity; inositol-1,3,4-trisphosphate 6-kinase activity; inositol-1,3,4-trisphosphate 5-kinase activity",NA,"(1 of 1) PTHR14217//PTHR14217:SF1 - FAMILY NOT NAMED // INOSITOL-TETRAKISPHOSPHATE 1-KINASE","GO:0000287 GO:0005524 GO:0005622 GO:0032957 GO:0047325 GO:0052725 GO:0052726","","","PF05770","PTHR14217 PTHR14217:SF1","inositol 1,3,4-trisphosphate 5/6-kinase 4"
"123","Manes.01G010000","","","nucleic acid binding; RNA binding; nucleus; RNA processing",NA,"(1 of 1) PTHR22792//PTHR22792:SF52 - LUPUS LA PROTEIN-RELATED // LA-RELATED PROTEIN 6B","GO:0003676 GO:0003723 GO:0005634 GO:0006396 GO:0030529","KOG1855","K15191","PF05383 PF07145","PTHR22792 PTHR22792:SF52","RNA-binding protein"
"124","Manes.01G010100","","","",NA,"(1 of 1) PTHR35484//PTHR35484:SF2 - FAMILY NOT NAMED // OUTER ENVELOPE PORE PROTEIN 37; CHLOROPLASTIC","","","","","PTHR35484 PTHR35484:SF2","chloroplast outer envelope protein 37"
"125","Manes.01G010150","","","",NA,"","","","","","",""
"126","Manes.01G010200","","","",NA,"(1 of 1) K15202 - general transcription factor 3C polypeptide 5 (transcription factor C subunit 1) (GTF3C5; TFC1)","","KOG2473","K15202","PF09734","PTHR13230","Transcription factor IIIC, subunit 5"
"127","Manes.01G010300","PWY-6842","glutathione-mediated detoxification II","S-adenosylmethionine-dependent methyltransferase activity",NA,"(1 of 1) 2.1.1.9 - Thiol S-methyltransferase","GO:0008757","","","PF13847","PTHR32183 PTHR32183:SF6","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"
"128","Manes.01G010800","","","double-stranded DNA binding; mitochondrion; regulation of DNA-templated transcription",NA,"(1 of 7) PTHR13068//PTHR13068:SF18 - CGI-12 PROTEIN-RELATED // EMB|CAB62602.1","GO:0003690 GO:0005739 GO:0006355","KOG1267","","PF02536","PTHR13068 PTHR13068:SF18","Mitochondrial transcription termination factor family protein"
"129","Manes.01G010866","PWY-6540","costunolide biosynthesis","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 2) 1.14.13.120 - Costunolide synthase","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","","","PF00067","PTHR24298 PTHR24298:SF105",""
"130","Manes.01G010900","","","",NA,"(1 of 46) PF05678 - VQ motif (VQ)","","","","PF05678","PTHR33143 PTHR33143:SF4","VQ motif-containing protein"
"131","Manes.01G011000","","","RNA binding",NA,"(1 of 1) PTHR31846:SF4 - CRS1 / YHBY (CRM) DOMAIN-CONTAINING PROTEIN","GO:0003723","KOG1990","","PF01985","PTHR31846 PTHR31846:SF4","CRS1 / YhbY (CRM) domain-containing protein"
"132","Manes.01G011042","","","protein dimerization activity",NA,"(1 of 2) PTHR12565:SF94 - TRANSCRIPTION FACTOR BEE 3","GO:0046983","","","PF00010","PTHR12565 PTHR12565:SF94","BR enhanced expression 3"
"133","Manes.01G011100","","","mRNA 3'-end processing",NA,"(1 of 1) PTHR23139//PTHR23139:SF66 - RNA-BINDING PROTEIN // SUBFAMILY NOT NAMED","GO:0031124","","","PF14304 PF14327","PTHR23139 PTHR23139:SF66","hydroxyproline-rich glycoprotein family protein"
"134","Manes.01G011113","","","",NA,"(1 of 4) PTHR10641//PTHR10641:SF581 - MYB-LIKE DNA-BINDING PROTEIN MYB // MYB TRANSCRIPTION FACTOR","","KOG0048","K09422","PF00249","PTHR10641 PTHR10641:SF581",""
"135","Manes.01G011184","","","protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation",NA,"(1 of 52) K04733 - interleukin-1 receptor-associated kinase 4 (IRAK4)","GO:0004672 GO:0004713 GO:0005524 GO:0006468","KOG1187","K04733","PF07714","PTHR27002 PTHR27002:SF113",""
"136","Manes.01G011200","","","DNA binding; regulation of DNA-templated transcription",NA,"(1 of 2) PTHR31744//PTHR31744:SF3 - FAMILY NOT NAMED // GENOMIC DNA; CHROMOSOME 3; P1 CLONE: MYF24","GO:0003677 GO:0006355","","","PF02365","PTHR31744 PTHR31744:SF3","NAC domain containing protein 58"
"137","Manes.01G011300","","","structural constituent of ribosome; intracellular anatomical structure; ribosome; translation",NA,"(1 of 1) PTHR10759//PTHR10759:SF6 - 60S RIBOSOMAL PROTEIN L34 // SUBFAMILY NOT NAMED","GO:0003735 GO:0005622 GO:0005840 GO:0006412","","","PF07891","PTHR10759 PTHR10759:SF6","Protein of unknown function (DUF1666)"
"138","Manes.01G011400","","","",NA,"","","","","","PTHR33384 PTHR33384:SF4",""
"139","Manes.01G011432","","","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 138) KOG0156 - Cytochrome P450 CYP2 subfamily","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","KOG0156","","PF00067","PTHR24298 PTHR24298:SF105",""
"140","Manes.01G011500","PHOTOALL-PWY; PWY-5723; CALVIN-PWY","oxygenic photosynthesis; Rubisco shunt; Calvin-Benson-Bassham cycle","",NA,"(1 of 3) 4.1.1.39 - Ribulose-bisphosphate carboxylase / RuBP carboxylase","","","K01602","PF00101 PF12338","PTHR31262","ribulose bisphosphate carboxylase small chain 1A"
"141","Manes.01G011600","","","",NA,"(1 of 1) K18167 - succinate dehydrogenase assembly factor 1 (SDHAF1)","","KOG4620","","PF05347","PTHR13675 PTHR13675:SF1","LYR family of Fe/S cluster biogenesis protein"
"142","Manes.01G011700","","","microtubule motor activity; protein binding; ATP binding; kinesin complex; microtubule-based movement; microtubule binding",NA,"(1 of 1) PTHR24115:SF474 - KINESIN MOTOR DOMAIN-CONTAINING PROTEIN-RELATED","GO:0003777 GO:0005515 GO:0005524 GO:0005871 GO:0007018 GO:0008017","KOG0239","K10406","PF00225 PF00307","PTHR24115 PTHR24115:SF474","P-loop containing nucleoside triphosphate hydrolases superfamily protein"
"143","Manes.01G011800","","","",NA,"(1 of 2) K03966 - NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 10 (NDUFB10)","","","K03966","PF10249","PTHR13094","Complex I subunit NDUFS6"
"144","Manes.01G011998","","","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 366) PF00067 - Cytochrome P450 (p450)","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","","","PF00067","PTHR24298 PTHR24298:SF105",""
"145","Manes.01G012000","","","protein binding; intracellular anatomical structure; zinc ion binding",NA,"(1 of 15) PF00643//PF06203 - B-box zinc finger (zf-B_box) // CCT motif (CCT)","GO:0005515 GO:0005622 GO:0008270","KOG1601","","PF00643 PF06203","PTHR31874 PTHR31874:SF5",""
"146","Manes.01G012100","","","",NA,"(1 of 1) PTHR12121//PTHR12121:SF29 - CARBON CATABOLITE REPRESSOR PROTEIN 4 // PROTEIN ANGEL","","KOG2338","","PF03372","PTHR12121 PTHR12121:SF29","DNAse I-like superfamily protein"
"147","Manes.01G012200","","","DNA-binding transcription factor activity; regulation of DNA-templated transcription",NA,"(1 of 3) PTHR31190:SF27 - ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR CRF1-RELATED","GO:0003700 GO:0006355","","","PF00847","PTHR31190 PTHR31190:SF27","Integrase-type DNA-binding superfamily protein"
"148","Manes.01G012300","","","",NA,"","","","","","PTHR35735 PTHR35735:SF2",""
"149","Manes.01G012400","","","",NA,"","","","","","PTHR34539 PTHR34539:SF2",""
"150","Manes.01G012425","","","",NA,"","","","","","",""
"151","Manes.01G012500","","","",NA,"","","","","","PTHR36004",""
"152","Manes.01G012564","","","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 366) PF00067 - Cytochrome P450 (p450)","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","","","PF00067","PTHR24298 PTHR24298:SF105",""
"153","Manes.01G012600","","","malate transport",NA,"(1 of 3) PTHR31086//PTHR31086:SF20 - FAMILY NOT NAMED // ALUMINUM-ACTIVATED MALATE TRANSPORTER 4-RELATED","GO:0015743","KOG4711","","PF11744","PTHR31086 PTHR31086:SF20","aluminum-activated malate transporter 9"
"154","Manes.01G012700","","","",NA,"(1 of 4) K03456 - serine/threonine-protein phosphatase 2A regulatory subunit A (PPP2R1)","","","K03456","PF12755 PF13646","PTHR10648 PTHR10648:SF11",""
"155","Manes.01G012800","","","",NA,"(1 of 1) K11340 - actin-like protein 6A (ACTL6A; INO80K)","","","K11340","PF00022","PTHR11937 PTHR11937:SF235","actin-related protein 4"
"156","Manes.01G012847","","","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 366) PF00067 - Cytochrome P450 (p450)","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","","","PF00067","PTHR24298 PTHR24298:SF105",""
"157","Manes.01G012900","","","intra-Golgi vesicle-mediated transport",NA,"(1 of 2) K09313 - homeobox protein cut-like (CUTL)","GO:0006891 GO:0030173","","K09313","PF08172","PTHR14043","CCAAT-displacement protein alternatively spliced product"
"158","Manes.01G013100","","","",NA,"(1 of 5) PTHR15907:SF47 - PROTEIN PLANT CADMIUM RESISTANCE 11-RELATED","","","","PF04749","PTHR15907 PTHR15907:SF47",""
"159","Manes.01G013130","","","iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 27) 1.14.13.121 - Premnaspirodiene oxygenase / Hyoscymus muticus premnaspirodiene oxygenase","GO:0005506 GO:0016705 GO:0020037 GO:0055114","","","PF00067","PTHR24298 PTHR24298:SF105",""
"160","Manes.01G013225","","","protein kinase activity; protein serine/threonine kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation; polysaccharide binding",NA,"(1 of 4) PF00069//PF08488//PF13947 - Protein kinase domain (Pkinase) // Wall-associated kinase (WAK) // Wall-associated receptor kinase galacturonan-binding (GUB_WAK_bind)","GO:0004672 GO:0004674 GO:0004713 GO:0005524 GO:0006468 GO:0016021 GO:0030247","KOG1187","","PF00069 PF08488 PF13947","PTHR27005 PTHR27005:SF7",""
"161","Manes.01G013300","PWY-7601; PWY-6433; PWY-7619; PWY-7606; PWY-5080; PWY-7036; PWY-6598; PWY-7726; ","arachidonate biosynthesis IV (8-detaturase, lower eukaryotes); hydroxylated fatty acid biosynthesis (plants); juniperonate biosynthesis; docosahexaenoate biosynthesis III (6-desaturase, mammals); very long chain fatty acid biosynthesis I; very long chain fatty acid biosynthesis II; sciadonate biosynthesis; (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate biosynthesis (6-desaturase); ","metabolic process; oxidoreductase activity",NA,"(1 of 1) 1.1.1.300//1.1.1.330 - NADP-retinol dehydrogenase / Retinol dehydrogenase (NADP(+)) // Very-long-chain 3-oxoacyl-CoA reductase / Very-long-chain beta-ketoacyl-CoA reductase","GO:0008152 GO:0016491","KOG1208","","PF00106","PTHR24319 PTHR24319:SF26","NAD(P)-binding Rossmann-fold superfamily protein"
"162","Manes.01G013425","","","",NA,"(1 of 1) PTHR15907//PTHR15907:SF49 - FAMILY NOT NAMED // PROTEIN PLANT CADMIUM RESISTANCE 4-RELATED","","","","PF04749","PTHR15907 PTHR15907:SF49",""
"163","Manes.01G013500","","","protein binding; metal ion binding",NA,"(1 of 3) K12862 - pleiotropic regulator 1 (PLRG1; PRL1; PRP46)","GO:0005515 GO:0046872","KOG0266","K12862","PF00400","PTHR22844 PTHR22844:SF178",""
"164","Manes.01G013600","","","protein binding",NA,"(1 of 1) PTHR22844//PTHR22844:SF202 - F-BOX AND WD40 DOMAIN PROTEIN // STOMATAL CYTOKINESIS DEFECTIVE","GO:0005515","KOG3569","","PF00400 PF02141 PF03456","PTHR22844 PTHR22844:SF202","stomatal cytokinesis defective / SCD1 protein (SCD1)"
"165","Manes.01G013700","","","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 366) PF00067 - Cytochrome P450 (p450)","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","","","PF00067","PTHR24298 PTHR24298:SF105",""
"166","Manes.01G013800","","","",NA,"","","","","","PTHR31722 PTHR31722:SF7",""
"167","Manes.01G014000","","","",NA,"(1 of 14) PF07797 - Protein of unknown function (DUF1639) (DUF1639)","","","","PF07797","PTHR33130 PTHR33130:SF9","Protein of unknown function (DUF1639)"
"168","Manes.01G014100","","","protein binding; zinc ion binding; metal ion binding",NA,"(1 of 51) KOG4172 - Predicted E3 ubiquitin ligase","GO:0005515 GO:0008270 GO:0046872","KOG4172","","PF00097","PTHR23328",""
"169","Manes.01G014200","","","acetylglucosaminyltransferase activity; membrane",NA,"(1 of 31) PF02485 - Core-2/I-Branching enzyme (Branch)","GO:0008375 GO:0016020","","","PF02485","PTHR31042 PTHR31042:SF20","Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein"
"170","Manes.01G014300","","","acetylglucosaminyltransferase activity; membrane",NA,"(1 of 31) PF02485 - Core-2/I-Branching enzyme (Branch)","GO:0008375 GO:0016020","","","PF02485","PTHR31042 PTHR31042:SF7",""
"171","Manes.01G014400","","","acetylglucosaminyltransferase activity; membrane",NA,"(1 of 31) PF02485 - Core-2/I-Branching enzyme (Branch)","GO:0008375 GO:0016020","","","PF02485","PTHR31042 PTHR31042:SF7",""
"172","Manes.01G014500","","","calmodulin binding; response to stress",NA,"(1 of 2) PTHR31713//PTHR31713:SF15 - FAMILY NOT NAMED // PROTEIN SAR DEFICIENT 1","GO:0005516 GO:0006950","","","PF07887","PTHR31713 PTHR31713:SF15","Calmodulin binding protein-like"
"173","Manes.01G014600","PWY-7409","phospholipid remodeling (phosphatidylethanolamine, yeast)","protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation",NA,"(1 of 3) PF00069//PF14380 - Protein kinase domain (Pkinase) // Wall-associated receptor kinase C-terminal (WAK_assoc)","GO:0004672 GO:0004713 GO:0005524 GO:0006468","KOG1187","","PF00069 PF14380","PTHR27009 PTHR27009:SF21",""
"174","Manes.01G014700","","","microtubule motor activity; ATP binding; kinesin complex; microtubule-based movement; microtubule binding",NA,"(1 of 3) PTHR24115//PTHR24115:SF522 - FAMILY NOT NAMED // KINESIN-LIKE PROTEIN NACK1","GO:0003777 GO:0005524 GO:0005871 GO:0007018 GO:0008017","","K11498","PF00225 PF11995","PTHR24115 PTHR24115:SF522","ATP binding microtubule motor family protein"
"175","Manes.01G014800","","","",NA,"(1 of 56) PF14368 - Probable lipid transfer (LTP_2)","","","","PF14368","PTHR33214","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein"
"176","Manes.01G014900","PWY-5837; ","1,4-dihydroxy-2-naphthoate biosynthesis; ","catalytic activity; metabolic process",NA,"(1 of 2) 4.2.1.113 - o-succinylbenzoate synthase / OSBS","GO:0003824 GO:0008152","","","PF02746 PF07476","PTHR13794 PTHR13794:SF13","cytochrome P450, family 77, subfamily A, polypeptide 5 pseudogene"
"177","Manes.01G015000","","","",NA,"","","","","","",""
"178","Manes.01G015100","","","",NA,"","","","","","PTHR23155",""
"179","Manes.01G015200","","","",NA,"","","","","","",""
"180","Manes.01G015300","","","protein binding; zinc ion binding",NA,"(1 of 2) PTHR22937//PTHR22937:SF18 - RING FINGER CONTAINING PROTEIN // F6A14.12 PROTEIN-RELATED","GO:0005515 GO:0008270","KOG1493","","PF13639","PTHR22937 PTHR22937:SF18","RING/U-box superfamily protein"
"181","Manes.01G015400","","","peptidoglycan biosynthetic process; undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity",NA,"(1 of 1) 2.4.1.227 - Undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase / Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase","GO:0009252 GO:0050511","","K02563","PF13528","PTHR21015 PTHR21015:SF22","UDP-Glycosyltransferase superfamily protein"
"182","Manes.01G015500","TRIGLSYN-PWY","diacylglycerol and triacylglycerol biosynthesis","",NA,"(1 of 5) PTHR10165:SF80 - LIPID PHOSPHATE PHOSPHATASE 1-RELATED","","KOG3030","","PF01569","PTHR10165 PTHR10165:SF80","Phosphatidic acid phosphatase (PAP2) family protein"
"183","Manes.01G015600","","","",NA,"","","","","","",""
"184","Manes.01G015700","","","",NA,"(1 of 1) PTHR31168:SF1 - DUF599 FAMILY PROTEIN","","","","PF04654","PTHR31168 PTHR31168:SF1","Protein of unknown function, DUF599"
"185","Manes.01G015800","","","RNA binding; nucleus; nucleotidyltransferase activity",NA,"(1 of 2) PTHR10682:SF10 - FI03258P","GO:0003723 GO:0004652 GO:0005634 GO:0016779 GO:0043631","","K14376","PF01909 PF04926 PF04928","PTHR10682 PTHR10682:SF10","poly(A) polymerase 1"
"186","Manes.01G016000","","","iron ion binding; oxidoreductase activity; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; L-ascorbic acid binding",NA,"(1 of 2) 1.14.11.4 - Procollagen-lysine 5-dioxygenase / Procollagen-lysine;2-oxoglutarate 5-dioxygenase","GO:0005506 GO:0016491 GO:0016705 GO:0031418 GO:0055114","KOG1971","","","PTHR24014 PTHR24014:SF4","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"
"187","Manes.01G016100","","","",NA,"","","","","","",""
"188","Manes.01G016300","TRNA-CHARGING-PWY","tRNA charging","nucleotide binding; aminoacyl-tRNA ligase activity; tyrosine-tRNA ligase activity; ATP binding; tRNA aminoacylation for protein translation",NA,"(1 of 3) K01866 - tyrosyl-tRNA synthetase (YARS; tyrS)","GO:0000166 GO:0004812 GO:0004831 GO:0005524 GO:0006418","KOG2144","K01866","PF00579","PTHR11946 PTHR11946:SF53","Tyrosyl-tRNA synthetase, class Ib, bacterial/mitochondrial"
