gene_id,locusName,Description,colors,class
Manes.01G232000.v8.1,Manes.01G232000,(1 of 2) PTHR11453:SF44 - BORON TRANSPORTER 1-RELATED,brown,NA
Manes.01G233500.v8.1,Manes.01G233500,(1 of 4) K13436 - pto-interacting protein 1 (PTI1),yellow,NA
Manes.01G237200.v8.1,Manes.01G237200,(1 of 1) PTHR10509//PTHR10509:SF27 - O-METHYLTRANSFERASE-RELATED // PROTEIN COMT-1,skyblue3,NA
Manes.01G237400.v8.1,Manes.01G237400,(1 of 1) PTHR22684:SF0 - TRANSCRIPTION FACTOR 25,brown,NA
Manes.01G238800.v8.1,Manes.01G238800,(1 of 101) PF02362 - B3 DNA binding domain (B3),yellow,NA
Manes.01G240101.v8.1,Manes.01G240101,(1 of 4) K02942 - large subunit ribosomal protein LP1 (RP-LP1; RPLP1),yellow,NA
Manes.01G243600.v8.1,Manes.01G243600,(1 of 1) 2.7.1.52 - Fucokinase / L-fucose kinase,yellow,carb
Manes.01G243700.v8.1,Manes.01G243700,(1 of 3) PTHR13943:SF32 - NC DOMAIN-CONTAINING PROTEIN-LIKE PROTEIN,brown,NA
Manes.01G244000.v8.1,Manes.01G244000,(1 of 45) PF02701 - Dof domain; zinc finger (zf-Dof),brown,NA
Manes.01G247000.v8.1,Manes.01G247000,(1 of 9) 3.4.17.23 - Angiotensin-converting enzyme 2 / Angiotensin converting enzyme-2,brown,NA
Manes.01G248300.v8.1,Manes.01G248300,(1 of 4) PTHR33978:SF2 - EXPRESSED PROTEIN,brown,NA
Manes.01G249700.v8.1,Manes.01G249700,(1 of 1) K11600 - exosome complex component RRP41 (RRP41; EXOSC4; SKI6),yellow,NA
Manes.01G250800.v8.1,Manes.01G250800,(1 of 1) PTHR33322:SF4 - BAG FAMILY MOLECULAR CHAPERONE REGULATOR 6,brown,NA
Manes.01G251100.v8.1,Manes.01G251100,(1 of 2) K11714 - rhamnogalacturonan II specific xylosyltransferase [EC:2.4.2.-] Xyl a1-3 Fuc (RGXT),brown,NA
Manes.01G251200.v8.1,Manes.01G251200,(1 of 7) PTHR10460 - ABL INTERACTOR,yellow,NA
Manes.01G251700.v8.1,Manes.01G251700,(1 of 2) PTHR10994:SF78 - RETICULON-LIKE PROTEIN B1-RELATED,yellow,NA
Manes.01G253200.v8.1,Manes.01G253200,(1 of 1) K02931 - large subunit ribosomal protein L5 (RP-L5; MRPL5; rplE),yellow,NA
Manes.01G253600.v8.1,Manes.01G253600,(1 of 2) PTHR31509:SF3 - BYPASS1-RELATED PROTEIN-RELATED,floralwhite,NA
Manes.01G254200.v8.1,Manes.01G254200,(1 of 63) PF11721 - Di-glucose binding within endoplasmic reticulum (Malectin),brown,NA
Manes.01G259100.v8.1,Manes.01G259100,(1 of 3) PTHR10024//PTHR10024:SF225 - SYNAPTOTAGMIN // C2 CALCIUM/LIPID-BINDING PLANT PHOSPHORIBOSYLTRANSFERASE FAMILY PROTEIN,brown,NA
Manes.01G261500.v8.1,Manes.01G261500,(1 of 2) PTHR23322//PTHR23322:SF3 - FAS-ASSOCIATED PROTEIN // PROTEIN SAY1,brown,NA
Manes.01G262100.v8.1,Manes.01G262100,(1 of 2) PTHR31194//PTHR31194:SF7 - SHN  SHINE ; DNA BINDING / TRANSCRIPTION FACTOR // SUBFAMILY NOT NAMED,brown,NA
Manes.01G262600.v8.1,Manes.01G262600,(1 of 1) PTHR26402//PTHR26402:SF565 - RESPONSE REGULATOR OF TWO-COMPONENT SYSTEM // TWO-COMPONENT RESPONSE REGULATOR-LIKE APRR7,yellow,NA
Manes.01G271000.v8.1,Manes.01G271000,(1 of 3) PTHR15907//PTHR15907:SF35 - FAMILY NOT NAMED // GENE1000 PROTEIN-RELATED,yellow,NA
Manes.01G275100.v8.1,Manes.01G275100,(1 of 2) PTHR11566//PTHR11566:SF77 - DYNAMIN // SUBFAMILY NOT NAMED,floralwhite,NA
Manes.02G003500.v8.1,Manes.02G003500,,brown,NA
Manes.02G005900.v8.1,Manes.02G005900,(1 of 2) 6.3.5.1 - NAD(+) synthase (glutamine-hydrolyzing) / Nicotinamide adenine dinucleotide synthetase (glutamine),skyblue3,NA
Manes.02G006500.v8.1,Manes.02G006500,(1 of 3) PTHR19959//PTHR19959:SF158 - KINESIN LIGHT CHAIN // SUBFAMILY NOT NAMED,skyblue3,NA
Manes.02G007900.v8.1,Manes.02G007900,(1 of 1) PTHR10168:SF61 - F1N19.7,skyblue3,NA
Manes.02G008600.v8.1,Manes.02G008600,(1 of 1) PTHR23076//PTHR23076:SF71 - METALLOPROTEASE M41 FTSH // CELL DIVISION PROTEIN ISOLOG,brown,NA
Manes.02G009900.v8.1,Manes.02G009900,,brown,NA
Manes.02G011000.v8.1,Manes.02G011000,,brown,NA
Manes.02G012200.v8.1,Manes.02G012200,(1 of 2) PTHR32285//PTHR32285:SF40 - FAMILY NOT NAMED // PROTEIN TRICHOME BIREFRINGENCE-LIKE 23-RELATED,yellow,NA
Manes.02G016100.v8.1,Manes.02G016100,(1 of 67) PF03168 - Late embryogenesis abundant protein (LEA_2),brown,NA
Manes.02G016600.v8.1,Manes.02G016600,(1 of 1) K04706 - E3 SUMO-protein ligase PIAS1 (PIAS1),brown,NA
Manes.02G016900.v8.1,Manes.02G016900,(1 of 3) PTHR31221//PTHR31221:SF7 - FAMILY NOT NAMED // WRKY TRANSCRIPTION FACTOR 24-RELATED,brown,NA
Manes.02G018100.v8.1,Manes.02G018100,(1 of 5) PTHR31339//PTHR31339:SF7 - FAMILY NOT NAMED // POLYGALACTURONASE-RELATED,yellow,NA
Manes.02G019100.v8.1,Manes.02G019100,(1 of 270) PF13639 - Ring finger domain (zf-RING_2),skyblue3,NA
Manes.02G020100.v8.1,Manes.02G020100,(1 of 4) PTHR19139//PTHR19139:SF169 - AQUAPORIN TRANSPORTER // AQUAPORIN PIP1-4-RELATED,yellow,NA
Manes.02G027000.v8.1,Manes.02G027000,(1 of 2) PTHR31636:SF16 - SCARECROW-LIKE PROTEIN 28,brown,NA
Manes.02G028000.v8.1,Manes.02G028000,(1 of 3) K15277 - solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter); member B3 (SLC35B3; PAPST2),skyblue3,NA
Manes.02G028100.v8.1,Manes.02G028100,(1 of 1) K14295 - nuclear pore complex protein Nup50 (NUP50; NPAP60),yellow,NA
Manes.02G030900.v8.1,Manes.02G030900,(1 of 2) 2.3.3.10 - Hydroxymethylglutaryl-CoA synthase / Hydroxymethylglutaryl coenzyme alpha-condensing enzyme,brown,carot
Manes.02G030700.v8.1,Manes.02G030700,(1 of 2) 1.1.1.133 - dTDP-4-dehydrorhamnose reductase / dTDP-6-deoxy-L-mannose dehydrogenase,yellow,NA
Manes.02G030300.v8.1,Manes.02G030300,(1 of 1) KOG2427 - Uncharacterized conserved protein,yellow,NA
Manes.02G030000.v8.1,Manes.02G030000,(1 of 2) PTHR31750:SF4 - PROTEIN STAY-GREEN 1; CHLOROPLASTIC-RELATED,brown,NA
Manes.02G029400.v8.1,Manes.02G029400,(1 of 1) PTHR12357:SF32 - YTH FAMILY PROTEIN,yellow,NA
Manes.02G031700.v8.1,Manes.02G031700,(1 of 15) PF09335 - SNARE associated Golgi protein (SNARE_assoc),yellow,NA
Manes.02G032000.v8.1,Manes.02G032000,(1 of 2) PTHR10634:SF38 - ZINC FINGER A20 AND AN1 DOMAIN-CONTAINING STRESS-ASSOCIATED PROTEIN 1-RELATED,brown,NA
Manes.02G032685.v8.1,Manes.02G032685,,floralwhite,NA
Manes.02G033500.v8.1,Manes.02G033500,(1 of 3) PTHR33593:SF2 - F5O11.5,brown,NA
Manes.02G034500.v8.1,Manes.02G034500,(1 of 56) PF14368 - Probable lipid transfer (LTP_2),brown,NA
Manes.02G034600.v8.1,Manes.02G034600,,floralwhite,NA
Manes.02G034900.v8.1,Manes.02G034900,(1 of 4) PTHR31080:SF8 - F23N19.12,brown,carb
Manes.02G035000.v8.1,Manes.02G035000,(1 of 3) K02355 - elongation factor G (fusA; GFM; EFG),yellow,NA
Manes.02G036501.v8.1,Manes.02G036501,(1 of 6) PF05904 - Plant protein of unknown function (DUF863) (DUF863),brown,NA
Manes.02G042100.v8.1,Manes.02G042100,(1 of 3) 3.1.3.16//3.1.3.27//3.1.3.48 - Protein-serine/threonine phosphatase / Serine/threonine specific protein phosphatase // Phosphatidylglycerophosphatase // Protein-tyrosine-phosphatase / PTPase,brown,NA
Manes.02G044200.v8.1,Manes.02G044200,(1 of 2) PTHR23291:SF34 - BAX INHIBITOR 1,brown,NA
Manes.02G046700.v8.1,Manes.02G046700,(1 of 1) PTHR23076:SF54 - ATP-DEPENDENT ZINC METALLOPROTEASE FTSH 6; CHLOROPLASTIC,brown,NA
Manes.02G047100.v8.1,Manes.02G047100,(1 of 2) PTHR10759//PTHR10759:SF8 - 60S RIBOSOMAL PROTEIN L34 // SUBFAMILY NOT NAMED,brown,NA
Manes.02G048440.v8.1,Manes.02G048440,(1 of 3) PTHR33971//PTHR33971:SF1 - FAMILY NOT NAMED // GENOMIC DNA; CHROMOSOME 3; P1 CLONE:MRI12,brown,NA
Manes.02G049500.v8.1,Manes.02G049500,(1 of 4) PTHR31558//PTHR31558:SF1 - FAMILY NOT NAMED // F7A19.6 PROTEIN-RELATED,brown,NA
Manes.02G050200.v8.1,Manes.02G050200,(1 of 4) 5.4.99.5 - Chorismate mutase / Hydroxyphenylpyruvate synthase,floralwhite,NA
Manes.02G051500.v8.1,Manes.02G051500,(1 of 207) PF01535//PF13041 - PPR repeat (PPR) // PPR repeat family (PPR_2),floralwhite,NA
Manes.02G055300.v8.1,Manes.02G055300,(1 of 3) PTHR27000//PTHR27000:SF205 - FAMILY NOT NAMED // LRR RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE RPK2,brown,NA
Manes.02G057200.v8.1,Manes.02G057200,,brown,NA
Manes.02G057300.v8.1,Manes.02G057300,(1 of 31) PF07714//PF11721 - Protein tyrosine kinase (Pkinase_Tyr) // Di-glucose binding within endoplasmic reticulum (Malectin),brown,NA
Manes.02G058400.v8.1,Manes.02G058400,(1 of 4) PTHR13593//PTHR13593:SF46 - UNCHARACTERIZED // F21F23.12 PROTEIN,brown,NA
Manes.02G059300.v8.1,Manes.02G059300,(1 of 4) PTHR11945:SF155 - AGAMOUS-LIKE MADS-BOX PROTEIN AGL8-RELATED,brown,NA
Manes.02G061900.v8.1,Manes.02G061900,(1 of 3) PTHR22952//PTHR22952:SF133 - CAMP-RESPONSE ELEMENT BINDING PROTEIN-RELATED // SUBFAMILY NOT NAMED,floralwhite,NA
Manes.02G062000.v8.1,Manes.02G062000,(1 of 2) PTHR32116:SF31 - GALACTURONOSYLTRANSFERASE 9-RELATED,brown,carb
Manes.02G064600.v8.1,Manes.02G064600,(1 of 1) PTHR31050//PTHR31050:SF0 - FAMILY NOT NAMED // T25B24.5 PROTEIN,brown,NA
Manes.02G066200.v8.1,Manes.02G066200,(1 of 2) K03680 - translation initiation factor eIF-2B subunit delta (EIF2B4),yellow,NA
Manes.02G066700.v8.1,Manes.02G066700,(1 of 1) PF11016 - Protein of unknown function (DUF2854) (DUF2854),yellow,NA
Manes.02G067800.v8.1,Manes.02G067800,(1 of 6) K10839 - UV excision repair protein RAD23 (RAD23; HR23),brown,NA
Manes.02G068800.v8.1,Manes.02G068800,(1 of 4) PTHR12565//PTHR12565:SF128 - STEROL REGULATORY ELEMENT-BINDING PROTEIN // TRANSCRIPTION FACTOR BHLH75,brown,NA
Manes.02G069000.v8.1,Manes.02G069000,(1 of 2) 5.3.1.8 - Mannose-6-phosphate isomerase / Phosphomannose isomerase,yellow,carb
Manes.02G069300.v8.1,Manes.02G069300,(1 of 1) K15441 - tRNA-specific adenosine deaminase 2 [EC:3.5.4.-] (TAD2; ADAT2),yellow,NA
Manes.02G071000.v8.1,Manes.02G071000,(1 of 56) PF14368 - Probable lipid transfer (LTP_2),brown,NA
Manes.02G073200.v8.1,Manes.02G073200,(1 of 2) PTHR10358//PTHR10358:SF7 - ENDOSULFINE // SUBFAMILY NOT NAMED,yellow,NA
Manes.02G074200.v8.1,Manes.02G074200,(1 of 4) PTHR22814//PTHR22814:SF47 - COPPER TRANSPORT PROTEIN ATOX1-RELATED // SUBFAMILY NOT NAMED,skyblue3,NA
Manes.02G077000.v8.1,Manes.02G077000,(1 of 2) PTHR21493:SF112 - ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN,yellow,NA
Manes.02G077700.v8.1,Manes.02G077700,(1 of 2) PTHR32080//PTHR32080:SF5 - FAMILY NOT NAMED // CYSTEINE-RICH REPEAT SECRETORY PROTEIN 60,brown,NA
Manes.02G082900.v8.1,Manes.02G082900,(1 of 5) PTHR23257//PTHR23257:SF541 - SERINE-THREONINE PROTEIN KINASE // SUBFAMILY NOT NAMED,floralwhite,NA
Manes.02G086800.v8.1,Manes.02G086800,(1 of 29) KOG0617 - Ras suppressor protein (contains leucine-rich repeats),yellow,NA
Manes.02G087801.v8.1,Manes.02G087801,(1 of 4) PTHR12758//PTHR12758:SF20 - APOPTOSIS INHIBITOR 5-RELATED // PEPTIDASE-C1 DOMAIN-CONTAINING PROTEIN,brown,NA
Manes.02G088600.v8.1,Manes.02G088600,(1 of 2) KOG0716 - Molecular chaperone (DnaJ superfamily),yellow,NA
Manes.02G089800.v8.1,Manes.02G089800,(1 of 3) PTHR22838:SF3 - WD-REPEAT PROTEIN-LIKE,yellow,NA
Manes.02G090800.v8.1,Manes.02G090800,(1 of 2) PTHR23257:SF545 - SERINE/THREONINE KINASE-RELATED,yellow,NA
Manes.02G092300.v8.1,Manes.02G092300,(1 of 2) K18647 - acidic leucine-rich nuclear phosphoprotein 32 family member B (ANP32B),brown,NA
Manes.02G094400.v8.1,Manes.02G094400,(1 of 1) K14544 - U3 small nucleolar RNA-associated protein 22 (UTP22; NOL6),brown,NA
Manes.02G095100.v8.1,Manes.02G095100,(1 of 1) PTHR12565//PTHR12565:SF132 - STEROL REGULATORY ELEMENT-BINDING PROTEIN // TRANSCRIPTION FACTOR BEE 2-RELATED,yellow,NA
Manes.02G097200.v8.1,Manes.02G097200,(1 of 4) PTHR23070//PTHR23070:SF12 - BCS1 AAA-TYPE ATPASE // SUBFAMILY NOT NAMED,brown,NA
Manes.02G098700.v8.1,Manes.02G098700,(1 of 1) PTHR10992//PTHR10992:SF804 - ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,brown,NA
Manes.02G099200.v8.1,Manes.02G099200,,yellow,NA
Manes.02G100300.v8.1,Manes.02G100300,(1 of 1) PTHR11699//PTHR11699:SF117 - ALDEHYDE DEHYDROGENASE-RELATED // ALDEHYDE DEHYDROGENASE FAMILY 3 MEMBER F1,brown,NA
Manes.02G100500.v8.1,Manes.02G100500,,yellow,NA
Manes.02G101501.v8.1,Manes.02G101501,,brown,NA
Manes.02G102600.v8.1,Manes.02G102600,(1 of 1) 2.5.1.78 - 6;7-dimethyl-8-ribityllumazine synthase / Lumazine synthase,brown,NA
Manes.02G103900.v8.1,Manes.02G103900,(1 of 2) PTHR31447//PTHR31447:SF1 - FAMILY NOT NAMED // 2-OXOGLUTARATE (2OG) AND FE(II)-DEPENDENT OXYGENASE-LIKE PROTEIN,brown,NA
Manes.02G106100.v8.1,Manes.02G106100,(1 of 2) PTHR24423//PTHR24423:SF436 - TWO-COMPONENT SENSOR HISTIDINE KINASE // HISTIDINE KINASE 1,brown,NA
Manes.02G109500.v8.1,Manes.02G109500,(1 of 2) PTHR13683:SF232 - ASPARTYL PROTEASE FAMILY PROTEIN,skyblue3,NA
Manes.02G111300.v8.1,Manes.02G111300,(1 of 2) PTHR11106//PTHR11106:SF58 - GANGLIOSIDE INDUCED DIFFERENTIATION ASSOCIATED PROTEIN 2-RELATED // SUBFAMILY NOT NAMED,skyblue3,NA
Manes.02G112300.v8.1,Manes.02G112300,(1 of 1) K00666 - fatty-acyl-CoA synthase [EC:6.2.1.-] (K00666),skyblue3,NA
Manes.02G114000.v8.1,Manes.02G114000,(1 of 1) PTHR10241//PTHR10241:SF27 - LETHAL 2  GIANT LARVAE PROTEIN // DUO1-ACTIVATED WD40 1,yellow,NA
Manes.02G114100.v8.1,Manes.02G114100,(1 of 2) PTHR21726//PTHR21726:SF37 - PHOSPHATIDYLINOSITOL N-ACETYLGLUCOSAMINYLTRANSFERASE SUBUNIT P  DOWN SYNDROME CRITICAL REGION PROTEIN 5 -RELATED // SUBFAMILY NOT NAMED,brown,NA
Manes.02G114600.v8.1,Manes.02G114600,(1 of 5) K08832 - serine/threonine-protein kinase SRPK3 [EC:2.7.11.1] (SRPK3; STK23),floralwhite,NA
Manes.02G115000.v8.1,Manes.02G115000,(1 of 2) PTHR13832:SF304 - PROTEIN PHOSPHATASE 2C 47-RELATED,brown,NA
Manes.02G117704.v8.1,Manes.02G117704,,brown,NA
Manes.02G118300.v8.1,Manes.02G118300,(1 of 3) PTHR19139//PTHR19139:SF30 - AQUAPORIN TRANSPORTER // AQUAPORIN TIP3-1-RELATED,brown,NA
Manes.02G119900.v8.1,Manes.02G119900,(1 of 1) K10140 - DNA damage-binding protein 2 (DDB2),brown,NA
Manes.02G120100.v8.1,Manes.02G120100,(1 of 1) PTHR31956:SF9 - NON-SPECIFIC PHOSPHOLIPASE C1,yellow,NA
Manes.02G121100.v8.1,Manes.02G121100,(1 of 1) PTHR11662//PTHR11662:SF312 - SODIUM-DEPENDENT PHOSPHATE TRANSPORTERS // SUBFAMILY NOT NAMED,brown,NA
Manes.02G122500.v8.1,Manes.02G122500,(1 of 1) PTHR11468:SF4 - ALPHA-GLUCAN PHOSPHORYLASE 2; CYTOSOLIC,brown,carb
Manes.02G123400.v8.1,Manes.02G123400,(1 of 1) PTHR11662:SF226 - FI19708P1,brown,NA
Manes.02G125400.v8.1,Manes.02G125400,(1 of 7) K14686 - solute carrier family 31 (copper transporter); member 1 (SLC31A1; CTR1),brown,NA
Manes.02G125800.v8.1,Manes.02G125800,(1 of 9) PTHR11260//PTHR11260:SF303 - GLUTATHIONE S-TRANSFERASE; GST; SUPERFAMILY; GST DOMAIN CONTAINING // GLUTATHIONE S-TRANSFERASE U1-RELATED,brown,NA
Manes.02G128700.v8.1,Manes.02G128700,(1 of 2) K03122 - transcription initiation factor TFIIA large subunit (TFIIA1; GTF2A1; TOA1),yellow,NA
Manes.02G129800.v8.1,Manes.02G129800,(1 of 321) PF00249 - Myb-like DNA-binding domain (Myb_DNA-binding),brown,NA
Manes.02G129900.v8.1,Manes.02G129900,(1 of 4) PTHR12537:SF78 - PUMILIO HOMOLOG 1-RELATED,yellow,NA
Manes.02G130900.v8.1,Manes.02G130900,(1 of 4) PTHR31636//PTHR31636:SF46 - FAMILY NOT NAMED // SCARECROW-LIKE PROTEIN 11-RELATED,brown,NA
Manes.02G132200.v8.1,Manes.02G132200,(1 of 1) PTHR21596//PTHR21596:SF23 - RIBONUCLEASE P SUBUNIT P38 // SUBFAMILY NOT NAMED,yellow,NA
Manes.02G133500.v8.1,Manes.02G133500,(1 of 2) K12176 - COP9 signalosome complex subunit 2 (COPS2; CSN2; TRIP15),skyblue3,NA
Manes.02G133700.v8.1,Manes.02G133700,(1 of 2) K18466 - vacuolar protein sorting-associated protein 26 (VPS26),floralwhite,NA
Manes.02G133900.v8.1,Manes.02G133900,(1 of 2) PTHR10641:SF540 - MYB TRANSCRIPTION FACTOR,yellow,NA
Manes.02G134700.v8.1,Manes.02G134700,(1 of 1) PTHR11413//PTHR11413:SF50 - CYSTATIN FAMILY MEMBER // SUBFAMILY NOT NAMED,brown,NA
Manes.02G137100.v8.1,Manes.02G137100,(1 of 3) K03029 - 26S proteasome regulatory subunit N10 (PSMD4; RPN10),floralwhite,NA
Manes.02G142900.v8.1,Manes.02G142900,(1 of 1) PTHR10666//PTHR10666:SF135 - UBIQUITIN // F15I1.6 PROTEIN-RELATED,yellow,NA
Manes.02G143000.v8.1,Manes.02G143000,(1 of 2) K02692 - photosystem I subunit II (psaD),brown,carb
Manes.02G143200.v8.1,Manes.02G143200,(1 of 4) PTHR23056//PTHR23056:SF45 - CALCINEURIN B // CALCINEURIN B-LIKE PROTEIN 4,yellow,NA
Manes.02G144800.v8.1,Manes.02G144800,,yellow,NA
Manes.02G146400.v8.1,Manes.02G146400,(1 of 2) PTHR11469:SF9 - GLUCOSE-6-PHOSPHATE ISOMERASE 1; CHLOROPLASTIC,yellow,carb
Manes.02G146500.v8.1,Manes.02G146500,(1 of 2) PTHR24078//PTHR24078:SF193 - DNAJ HOMOLOG SUBFAMILY C MEMBER // DNAJ HOMOLOG SUBFAMILY C MEMBER 2,floralwhite,NA
Manes.02G147700.v8.1,Manes.02G147700,(1 of 2) K08505 - protein transport protein SFT1 (SFT1),yellow,NA
Manes.02G148800.v8.1,Manes.02G148800,,yellow,NA
Manes.02G150800.v8.1,Manes.02G150800,(1 of 17) PF04674 - Phosphate-induced protein 1 conserved region (Phi_1),brown,NA
Manes.02G151900.v8.1,Manes.02G151900,(1 of 4) PTHR18860:SF12 - 14-3-3-LIKE PROTEIN GF14 IOTA,brown,NA
Manes.02G152400.v8.1,Manes.02G152400,(1 of 2) K12118 - cryptochrome 1 (CRY1),yellow,NA
Manes.02G154900.v8.1,Manes.02G154900,(1 of 2) K01834 - 2;3-bisphosphoglycerate-dependent phosphoglycerate mutase (PGAM; gpmA),skyblue3,carb
Manes.02G157200.v8.1,Manes.02G157200,,brown,NA
Manes.02G157700.v8.1,Manes.02G157700,(1 of 1) 6.3.2.5 - Phosphopantothenate--cysteine ligase / Phosphopantothenoylcysteine synthetase,brown,NA
Manes.02G158400.v8.1,Manes.02G158400,(1 of 1) PTHR11214:SF74 - BETA-1;3-GALACTOSYLTRANSFERASE 7-RELATED,brown,carb
Manes.02G159900.v8.1,Manes.02G159900,(1 of 1) K01942 - biotin--protein ligase (HLCS),brown,NA
Manes.02G160000.v8.1,Manes.02G160000,(1 of 2) K08866 - serine/threonine-protein kinase TTK/MPS1 (TTK; MPS1),brown,NA
Manes.02G163700.v8.1,Manes.02G163700,(1 of 1) K13600 - chlorophyllide a oxygenase (CAO),brown,NA
Manes.02G164300.v8.1,Manes.02G164300,(1 of 1) PF14542 - GCN5-related N-acetyl-transferase (Acetyltransf_CG),brown,NA
Manes.02G166900.v8.1,Manes.02G166900,(1 of 1) PTHR12383//PTHR12383:SF24 - PROTEASE FAMILY S26 MITOCHONDRIAL INNER MEMBRANE PROTEASE-RELATED // SUBFAMILY NOT NAMED,brown,NA
Manes.02G173000.v8.1,Manes.02G173000,(1 of 3) PTHR33133:SF5 - EXPRESSED PROTEIN,brown,NA
Manes.02G173500.v8.1,Manes.02G173500,(1 of 3) PTHR24361//PTHR24361:SF310 - MITOGEN-ACTIVATED KINASE KINASE KINASE // MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 3,brown,NA
Manes.02G174700.v8.1,Manes.02G174700,(1 of 2) K15172 - transcription elongation factor SPT5 (SUPT5H; SPT5),yellow,NA
Manes.02G175700.v8.1,Manes.02G175700,(1 of 15) PF04720 - PDDEXK-like family of unknown function (PDDEXK_6),brown,NA
Manes.02G177900.v8.1,Manes.02G177900,(1 of 2) K01590 - histidine decarboxylase (hdc; HDC),brown,NA
Manes.02G178900.v8.1,Manes.02G178900,(1 of 2) K12622 - U6 snRNA-associated Sm-like protein LSm3 (LSM3),yellow,NA
Manes.02G180500.v8.1,Manes.02G180500,(1 of 2) PTHR10438:SF280 - THIOREDOXIN Y1; CHLOROPLASTIC-RELATED,yellow,NA
Manes.02G181100.v8.1,Manes.02G181100,(1 of 3) 2.4.1.29 - Cellulose synthase (GDP-forming) / GDP-glucose-cellulose glucosyltransferase,brown,carb
Manes.02G181600.v8.1,Manes.02G181600,(1 of 2) PTHR24012:SF376 - POLYPYRIMIDINE TRACT-BINDING PROTEIN 3,yellow,NA
Manes.02G181700.v8.1,Manes.02G181700,(1 of 6) PF04367 - Protein of unknown function (DUF502) (DUF502),brown,NA
Manes.02G181900.v8.1,Manes.02G181900,(1 of 2) K10807 - ribonucleoside-diphosphate reductase subunit M1 (RRM1),brown,NA
Manes.02G187600.v8.1,Manes.02G187600,(1 of 2) PTHR12161//PTHR12161:SF21 - UNCHARACTERIZED DUF292 // REGULATOR OF VPS4 ACTIVITY IN THE MVB PATHWAY PROTEIN,brown,NA
Manes.02G188100.v8.1,Manes.02G188100,(1 of 1) PTHR11910:SF7 - F-TYPE H+-TRANSPORTING ATPASE SUBUNIT DELTA,yellow,NA
Manes.02G188400.v8.1,Manes.02G188400,(1 of 2) PTHR11353:SF107 - 1-PHOSPHATIDYLINOSITOL-3-PHOSPHATE 5-KINASE FAB1D-RELATED,yellow,NA
Manes.02G190200.v8.1,Manes.02G190200,(1 of 12) PF11961 - Domain of unknown function (DUF3475) (DUF3475),yellow,NA
Manes.02G192000.v8.1,Manes.02G192000,(1 of 6) KOG3140 - Predicted membrane protein,yellow,NA
Manes.02G195100.v8.1,Manes.02G195100,(1 of 1) PTHR12899//PTHR12899:SF7 - 39S RIBOSOMAL PROTEIN L18; MITOCHONDRIAL // SUBFAMILY NOT NAMED,yellow,NA
Manes.02G195300.v8.1,Manes.02G195300,(1 of 1) PTHR31288//PTHR31288:SF8 - FAMILY NOT NAMED // O-FUCOSYLTRANSFERASE-LIKE PROTEIN,yellow,NA
Manes.02G197900.v8.1,Manes.02G197900,(1 of 1) PTHR16223//PTHR16223:SF29 - FAMILY NOT NAMED // TRANSCRIPTION FACTOR BHLH117-RELATED,yellow,NA
Manes.02G198400.v8.1,Manes.02G198400,(1 of 1) K09548 - prefoldin subunit 1 (PFDN1),brown,NA
Manes.02G199700.v8.1,Manes.02G199700,(1 of 1) PTHR10996:SF108 - D-ISOMER SPECIFIC 2-HYDROXYACID DEHYDROGENASE-LIKE PROTEIN,brown,NA
Manes.02G202900.v8.1,Manes.02G202900,(1 of 8) 1.6.5.9 - NADH:ubiquinone reductase (non-electrogenic) / Ubiquinone reductase,brown,NA
Manes.02G206150.v8.1,Manes.02G206150,(1 of 13) PF00931//PF07725//PF13676 - NB-ARC domain (NB-ARC) // Leucine Rich Repeat (LRR_3) // TIR domain (TIR_2),brown,NA
Manes.02G200600.v8.1,Manes.02G200600,(1 of 70) PTHR23155//PTHR23155:SF554 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,yellow,NA
Manes.02G200534.v8.1,Manes.02G200534,,yellow,NA
Manes.02G221151.v8.1,Manes.02G221151,(1 of 70) PTHR23155//PTHR23155:SF554 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,yellow,NA
Manes.02G207700.v8.1,Manes.02G207700,(1 of 1) PTHR10288:SF145 - P-ELEMENT SOMATIC INHIBITOR; ISOFORM C,yellow,NA
Manes.02G208560.v8.1,Manes.02G208560,(1 of 1) 2.1.1.176//2.1.1.178 - 16S rRNA (cytosine(967)-C(5))-methyltransferase // 16S rRNA (cytosine(1407)-C(5))-methyltransferase,brown,NA
Manes.02G212020.v8.1,Manes.02G212020,(1 of 1) K11094 - U2 small nuclear ribonucleoprotein B'' (SNRPB2),skyblue3,NA
Manes.02G212800.v8.1,Manes.02G212800,(1 of 2) K01953 - asparagine synthase (glutamine-hydrolysing) (asnB; ASNS),yellow,NA
Manes.02G218100.v8.1,Manes.02G218100,(1 of 1) PTHR32370:SF17 - ROOT PHOTOTROPISM PROTEIN 2,brown,NA
Manes.02G217200.v8.1,Manes.02G217200,(1 of 2) PTHR12542//PTHR12542:SF29 - EXOCYST COMPLEX PROTEIN EXO70 // SUBFAMILY NOT NAMED,floralwhite,NA
